year,effort_care_vir,efficiency_care_vir,effort_care_vic,efficiency_care_vic,effort_fare_vir,efficiency_fare_vir,effort_fare_vic,efficiency_fare_vic,effort_loya_vir,efficiency_loya_vir,effort_loya_vic,efficiency_loya_vic,effort_auth_vir,efficiency_auth_vir,effort_auth_vic,efficiency_auth_vic,effort_sanc_vir,efficiency_sanc_vir,effort_sanc_vic,efficiency_sanc_vic,effort_care,effort_fare,effort_loya,effort_auth,effort_sanc,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_fare,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff,GDP per capita,coll,indi,loose,tight
1950,0.4180161356925964,0.064587578177452,-0.0127977207303047,0.0359381735324859,0.2856817543506622,-0.0513919964432716,-0.0352398306131362,-0.0075647346675395,0.4402803480625152,-0.0814743861556053,0.0036923363804817,-0.3414526581764221,0.3163275122642517,-0.0518557578325271,-0.0189004763960838,-0.130568727850914,0.4846144318580627,-0.0366987735033035,0.0959281176328659,0.0678721591830253,-0.0127977207303047,-0.0352398306131362,0.0036923363804817,-0.0189004763960838,0.0959281176328659,0.3889840364456177,0.0065364852547645,0.3824475511908531,0.0359381735324859,-0.0075647346675395,-0.3414526581764221,-0.130568727850914,0.0678721591830253,-0.0313666671514511,-0.0751551575958728,0.0437884904444217,799.0,9.939277288140146e-05,0.0001142160105506,1.0316750647118172e-05,1.0259286173968414e-05
1951,0.4167156219482422,0.007332868874073,-0.1022767350077629,0.0564322769641876,0.3246811628341675,-0.0135070644319057,0.0405248478055,0.0081040617078542,0.3788624405860901,0.0255083590745925,-0.0791946947574615,-0.2618681788444519,0.3312693834304809,-0.0662334263324737,0.0235077440738677,-0.125079721212387,0.4710724353790283,-0.0193751566112041,0.0811700448393821,0.0331543609499931,-0.1022767350077629,0.0405248478055,-0.0791946947574615,0.0235077440738677,0.0811700448393821,0.3845202088356018,-0.0072537586092948,0.3917739674448967,0.0564322769641876,0.0081040617078542,-0.2618681788444519,-0.125079721212387,0.0331543609499931,-0.0132548838853836,-0.0578514400869607,0.0445965562015771,950.0,9.829157608010064e-05,0.0001145504551719,1.035189726590018e-05,1.0199626718941446e-05
1952,0.4005553126335144,-0.0364855006337165,-0.0018011778593063,-0.0165193304419517,0.3250443935394287,-0.0749284103512764,0.007857322692871,-0.0582541301846504,0.3924305737018585,-0.1396129131317138,0.0684337317943573,-0.289379358291626,0.2918647527694702,-0.0935085266828537,0.0108839869499206,-0.0992341041564941,0.511749267578125,-0.1071386039257049,0.098534271121025,0.0528601258993148,-0.0018011778593063,0.007857322692871,0.0684337317943573,0.0108839869499206,0.098534271121025,0.3843288600444793,0.0367816269397735,0.3475472331047058,-0.0165193304419517,-0.0582541301846504,-0.289379358291626,-0.0992341041564941,0.0528601258993148,-0.0903347909450531,-0.0821053594350814,-0.0082294315099716,1047.0,9.785959787222966e-05,0.0001151788428614,1.0452869503712364e-05,1.007192619845958e-05
1953,0.3969677984714508,0.0177505183964967,0.0222489666193723,0.0213691294193267,0.2771158814430237,-0.0745881199836731,0.030321042984724,-0.0536760725080966,0.4047048389911651,-0.0264677032828331,-0.0214209463447332,-0.2804655730724334,0.2488655745983123,-0.1596536040306091,0.0222138967365026,-0.0514242127537727,0.460360437631607,-0.0152716413140296,0.1489284634590149,-0.101814329624176,0.0222489666193723,0.030321042984724,-0.0214209463447332,0.0222138967365026,0.1489284634590149,0.3576029062271118,0.0404582846909761,0.3171446215361357,0.0213691294193267,-0.0536760725080966,-0.2804655730724334,-0.0514242127537727,-0.101814329624176,-0.0516461100429296,-0.0932022117078304,0.0415561016649007,1157.0,9.581100511013574e-05,0.0001168211099086,1.0540553031371647e-05,9.85661088017358e-06
1954,0.3569616675376892,-0.0264836773276329,-0.0082856267690658,-0.0511932000517845,0.2203855216503143,-0.096917800605297,0.0438555777072906,-0.0311520472168922,0.3863031268119812,-0.0760925561189651,0.1390056312084198,-0.2265637665987014,0.2525570392608642,-0.0834746286273002,-0.0048336870968341,-0.1507570743560791,0.4322273731231689,-0.0351144932210445,0.108375646173954,-0.122629165649414,-0.0082856267690658,0.0438555777072906,0.1390056312084198,-0.0048336870968341,0.108375646173954,0.3296869456768035,0.0556235082447528,0.2740634374320507,-0.0511932000517845,-0.0311520472168922,-0.2265637665987014,-0.1507570743560791,-0.122629165649414,-0.0636166311800479,-0.1164590507745742,0.0528424195945262,1049.0,9.603495456238826e-05,0.0001178112287496,1.0612618524052142e-05,9.844590700985072e-06
1955,0.3675060272216797,-0.0481658279895782,-0.1089056879281997,-0.0551490820944309,0.2820176482200622,-0.1215084120631218,0.0939516052603721,-0.0181371681392192,0.4488241076469421,-0.179954707622528,-0.0211453586816787,-0.2381844520568847,0.3005261123180389,0.0024272687733173,0.0410182848572731,-0.2952123880386352,0.5294209718704224,-0.0691985562443733,0.0677786320447921,-0.1106214672327041,-0.1089056879281997,0.0939516052603721,-0.0211453586816787,0.0410182848572731,0.0677786320447921,0.3856589734554291,0.0145394951105117,0.3711194783449173,-0.0551490820944309,-0.0181371681392192,-0.2381844520568847,-0.2952123880386352,-0.1106214672327041,-0.0832800470292568,-0.1434609115123749,0.060180864483118,1119.0,9.481195491746673e-05,0.0001180064789098,1.0752199076186076e-05,9.754920549706216e-06
1956,0.4443041980266571,-0.0135177597403526,0.0384489074349403,-0.0310090705752372,0.2591365575790405,-0.048955999314785,0.1275512278079986,-0.0552958846092224,0.4645413756370544,-0.1319776624441146,0.0627006739377975,-0.2308889180421829,0.2651969194412231,-0.1071471124887466,0.0617267936468124,-0.1279413700103759,0.442069411277771,-0.1017630696296691,0.1369588822126388,-0.0037000812590122,0.0384489074349403,0.1275512278079986,0.0627006739377975,0.0617267936468124,0.1369588822126388,0.3750496923923492,0.0854772970080375,0.2895723953843117,-0.0310090705752372,-0.0552958846092224,-0.2308889180421829,-0.1279413700103759,-0.0037000812590122,-0.0806723207235336,-0.0897670648992061,0.0090947441756725,1189.0,9.399581010224468e-05,0.0001185528977397,1.0887997253958677e-05,9.707167398330188e-06
1957,0.4324334859848022,-0.0253546983003616,0.0441203713417053,-0.0844384729862213,0.2895642518997192,-0.0113419350236654,0.0411012694239616,-0.0091448761522769,0.417433500289917,-0.1056932210922241,-0.0413229241967201,-0.3275555968284607,0.2291586846113205,-0.1119637340307235,0.075731560587883,-0.1869235187768936,0.3781206607818603,-0.087012231349945,0.0433506704866886,-0.0028621852397918,0.0441203713417053,0.0411012694239616,-0.0413229241967201,0.075731560587883,0.0433506704866886,0.3493421167135239,0.0325961895287036,0.3167459271848202,-0.0844384729862213,-0.0091448761522769,-0.3275555968284607,-0.1869235187768936,-0.0028621852397918,-0.0682731639593839,-0.1221849299967288,0.0539117660373449,1195.0,9.208284831174753e-05,0.0001184577728443,1.102649698172769e-05,9.679263257262555e-06
1958,0.2677037715911865,-0.0337023213505744,-0.0318718031048774,-0.1175082325935363,0.2248158901929855,-0.0623272061347961,0.1174190118908882,-0.0396496802568435,0.2880443632602691,-0.2385558187961578,0.0390949063003063,-0.3157604038715362,0.2200948297977447,-0.1120486110448837,-0.1065339297056198,-0.1661573648452758,0.4321720600128174,-0.1191284209489822,-0.0265619792044162,-0.0368638411164283,-0.0318718031048774,0.1174190118908882,0.0390949063003063,-0.1065339297056198,-0.0265619792044162,0.2865661829710006,-0.0016907587647438,0.2882569417357444,-0.1175082325935363,-0.0396496802568435,-0.3157604038715362,-0.1661573648452758,-0.0368638411164283,-0.1131524756550788,-0.135187904536724,0.0220354288816451,1173.0,9.09031483696968e-05,0.0001184051097555,1.1265658653784674e-05,9.596602110560428e-06
1959,0.2919740676879883,-0.0689819529652595,-0.0532806999981403,-0.1687565892934799,0.1948098391294479,-0.0716510340571403,0.0635305866599083,-0.0823399275541305,0.2655383944511413,-0.208836480975151,0.0980864986777305,-0.1962321698665619,0.2688170671463012,-0.1525520980358123,-0.0969680547714233,-0.1439129114151001,0.3040101826190948,-0.1527978330850601,-0.0266939662396907,-0.0508653968572616,-0.0532806999981403,0.0635305866599083,0.0980864986777305,-0.0969680547714233,-0.0266939662396907,0.2650299102067947,-0.0030651271343231,0.2680950373411178,-0.1687565892934799,-0.0823399275541305,-0.1962321698665619,-0.1439129114151001,-0.0508653968572616,-0.1309638798236846,-0.1284213989973068,-0.0025424808263778,1117.0,8.896555084447753e-05,0.0001177116658774,1.1424061036124132e-05,9.532920041164874e-06
1960,0.3383646607398987,-0.0276481658220291,-0.0667750537395477,-0.1661962270736694,0.2357499748468399,-0.0659657195210456,-0.0342496484518051,-0.0892822667956352,0.2415533363819122,-0.1491514593362808,0.0024609649553894,-0.2966790795326233,0.2082660794258117,-0.0579614266753196,-0.095849685370922,-0.2037604749202728,0.4097606837749481,-0.061994194984436,0.0353751108050346,0.0038673905655741,-0.0667750537395477,-0.0342496484518051,0.0024609649553894,-0.095849685370922,0.0353751108050346,0.2867389470338821,-0.0318076623603701,0.3185466093942523,-0.1661962270736694,-0.0892822667956352,-0.2966790795326233,-0.2037604749202728,0.0038673905655741,-0.0725441932678222,-0.1504101315513253,0.077865938283503,1057.0,8.81553020073105e-05,0.0001171281102025,1.1589230475092136e-05,9.5512612883145e-06
1961,0.3799725770950317,0.064090259373188,-0.0688229724764823,-0.0895639806985855,0.2952462136745453,-0.032788798213005,0.0381915494799613,-0.0138720497488975,0.2954151034355163,-0.0205140635371208,-0.0004171468317508,-0.2870565354824066,0.1440105736255645,-0.0891075953841209,0.0379235967993736,-0.1767614036798477,0.4280273914337158,-0.0472052097320556,0.0643082931637764,-0.0560549050569534,-0.0688229724764823,0.0381915494799613,-0.0004171468317508,0.0379235967993736,0.0643082931637764,0.3085343718528747,0.0142366640269756,0.2942977078258991,-0.0895639806985855,-0.0138720497488975,-0.2870565354824066,-0.1767614036798477,-0.0560549050569534,-0.0251050814986228,-0.1246617749333381,0.0995566934347152,874.0,8.603396370939922e-05,0.0001168004025657,1.178456305495544e-05,9.450182063375222e-06
1962,0.3426828384399414,0.0422824323177337,0.0278322510421276,-0.0079120006412267,0.2781358361244201,0.0348008498549461,-0.0358652137219905,0.0272476449608802,0.301037460565567,-0.1062530055642128,0.0579333081841468,-0.1670106202363968,0.2422996610403061,0.081041969358921,0.0328010842204093,-0.1450816839933395,0.4217838048934936,0.0103660188615322,0.0480198711156845,-0.067483365535736,0.0278322510421276,-0.0358652137219905,0.0579333081841468,0.0328010842204093,0.0480198711156845,0.3171879202127456,0.0261442601680755,0.2910436600446701,-0.0079120006412267,0.0272476449608802,-0.1670106202363968,-0.1450816839933395,-0.067483365535736,0.012447652965784,-0.0720480050891637,0.0844956580549478,926.0,8.579425182883175e-05,0.0001167437161971,1.1938582726046216e-05,9.461533064479356e-06
1963,0.4002736210823059,0.0752437487244606,0.0333267077803611,0.0469316281378269,0.255851536989212,0.0451643243432045,0.0598735474050045,0.0352852791547775,0.3128662705421448,-0.1344459056854248,-0.0323104187846183,-0.2459567487239837,0.1473707109689712,-0.0258574169129133,0.0250762719660997,-0.0061198435723781,0.3001401424407959,-0.033395804464817,0.0440868511795997,0.034457191824913,0.0333267077803611,0.0598735474050045,-0.0323104187846183,0.0250762719660997,0.0440868511795997,0.283300456404686,0.0260105919092893,0.2572898644953966,0.0469316281378269,0.0352852791547775,-0.2459567487239837,-0.0061198435723781,0.034457191824913,-0.014658210799098,-0.0270804986357688,0.0124222878366708,1034.0,8.480564685799306e-05,0.0001169553100096,1.2100899070779542e-05,9.414444087545754e-06
1964,0.3537338674068451,0.0616382732987403,-0.0466006025671958,-0.0292354300618171,0.2559273540973663,0.0621755495667457,-0.0611891038715839,0.12292942404747,0.3163627386093139,-0.1520240306854248,0.0475220717489719,-0.1616535186767578,0.2387654930353164,-0.0015437109395861,-0.0465122014284133,-0.1429341435432434,0.3522359132766723,-0.0295086801052093,0.0323967710137367,-0.0326996967196464,-0.0466006025671958,-0.0611891038715839,0.0475220717489719,-0.0465122014284133,0.0323967710137367,0.3034050732851028,-0.0148766130208969,0.3182816863059998,-0.0292354300618171,0.12292942404747,-0.1616535186767578,-0.1429341435432434,-0.0326996967196464,-0.0118525197729468,-0.0487186729907989,0.0368661532178521,1152.0,8.53358444926146e-05,0.0001178584788509,1.2296559454734655e-05,9.44761262157304e-06
