year,effort_care_vir,efficiency_care_vir,effort_care_vic,efficiency_care_vic,effort_fare_vir,efficiency_fare_vir,effort_fare_vic,efficiency_fare_vic,effort_loya_vir,efficiency_loya_vir,effort_loya_vic,efficiency_loya_vic,effort_auth_vir,efficiency_auth_vir,effort_auth_vic,efficiency_auth_vic,effort_sanc_vir,efficiency_sanc_vir,effort_sanc_vic,efficiency_sanc_vic,effort_care,effort_fare,effort_loya,effort_auth,effort_sanc,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_fare,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff,GDP per capita,coll,indi,loose,tight
1965,0.3110756278038025,0.0509536787867546,-0.128043845295906,-0.1030137613415718,0.2143086493015289,0.0377385504543781,-0.0259481333196163,0.0247162356972694,0.2153097093105316,-0.2037834823131561,0.0901544988155365,-0.2740634679794311,0.1294229924678802,0.0777101144194603,-0.0527343042194843,-0.1839524507522583,0.2961185872554779,-0.1444195955991745,-0.0053124157711863,-0.1429719030857086,-0.128043845295906,-0.0259481333196163,0.0901544988155365,-0.0527343042194843,-0.0053124157711863,0.2332471132278442,-0.0243768399581313,0.2576239531859756,-0.1030137613415718,0.0247162356972694,-0.2740634679794311,-0.1839524507522583,-0.1429719030857086,-0.0363601468503475,-0.13585706949234,0.0994969226419925,1253.0,8.498849171343992e-05,0.0001188681714795,1.24333379478671e-05,9.485454959141344e-06
1966,0.3085399568080902,0.0850839167833328,-0.0367391481995582,0.0235066413879394,0.2533904016017914,0.1729715466499328,0.0040285885334014,0.0652912482619285,0.0995560958981514,-0.1496994495391845,-0.0228847302496433,-0.2423383593559265,0.1747339367866516,0.1212615743279457,-0.0264454539865255,-0.1611250340938568,0.3822447061538696,-0.0174213722348213,0.0709710717201232,-0.0649695917963981,-0.0367391481995582,0.0040285885334014,-0.0228847302496433,-0.0264454539865255,0.0709710717201232,0.2436930194497108,-0.0022139344364404,0.2459069538861513,0.0235066413879394,0.0652912482619285,-0.2423383593559265,-0.1611250340938568,-0.0649695917963981,0.0424392431974411,-0.0759270191192627,0.1183662623167038,1261.0,8.529866785725712e-05,0.0001202764133592,1.2615876132767076e-05,9.529019477838575e-06
1967,0.2941638529300689,-0.1039322912693023,0.0010524094104766,0.020348347723484,0.2174718976020813,0.1169833987951278,0.14280666410923,0.1044341698288917,0.1288296282291412,-0.0556593686342239,-0.0931215807795524,-0.1974231302738189,0.1906474828720092,0.1016350984573364,-0.0558166429400444,-0.1984676420688629,0.3741235435009002,-0.112121358513832,0.0451498180627822,-0.0193011164665222,0.0010524094104766,0.14280666410923,-0.0931215807795524,-0.0558166429400444,0.0451498180627822,0.2410472810268402,0.0080141335725784,0.2330331474542617,0.020348347723484,0.1044341698288917,-0.1974231302738189,-0.1984676420688629,-0.0193011164665222,-0.0106189042329788,-0.0580818742513656,0.0474629700183868,1237.0,8.501925287873747e-05,0.0001217296524243,1.2802894887859696e-05,9.579365318757029e-06
1968,0.2787396013736725,-0.0560718923807144,0.0381574295461177,0.0761782377958297,0.3845266997814178,0.0587447732686996,0.1331675797700882,0.1635177731513977,0.1780200898647308,-0.0487394258379936,-0.0374726429581642,-0.1236225813627243,0.1221833378076553,0.0368631295859813,-0.0527951605618,-0.1155593618750572,0.4884697794914245,-0.0678933635354042,0.0107029248028993,0.0229266416281461,0.0381574295461177,0.1331675797700882,-0.0374726429581642,-0.0527951605618,0.0107029248028993,0.2903879016637802,0.0183520261198282,0.272035875543952,0.0761782377958297,0.1635177731513977,-0.1236225813627243,-0.1155593618750572,0.0229266416281461,-0.0154193557798862,0.0046881418675184,-0.0201074976474046,1178.0,8.562764736552708e-05,0.000123023394378,1.2995230320017592e-05,9.726758960328291e-06
1969,0.1955368667840957,-0.0643414556980133,-0.0198158510029315,0.0191508699208498,0.1336605846881866,0.0307916812598705,-0.0963939949870109,0.104151152074337,0.199716106057167,-0.0444769337773323,-0.0289446860551834,-0.2302416712045669,-0.1363362371921539,0.1078335493803024,-0.1790543496608734,-0.1619062423706054,0.4503206014633178,-0.0828632935881614,-0.0639103576540947,-0.0301789846271276,-0.0198158510029315,-0.0963939949870109,-0.0289446860551834,-0.1790543496608734,-0.0639103576540947,0.1685795843601227,-0.0776238478720188,0.2462034322321415,0.0191508699208498,0.104151152074337,-0.2302416712045669,-0.1619062423706054,-0.0301789846271276,-0.0106112904846668,-0.0598049752414226,0.0491936847567558,1264.0,8.455759075332026e-05,0.0001247028886025,1.3170035961963218e-05,9.828415154191005e-06
1970,0.2456021159887313,-0.0254578441381454,-0.0132410088554024,-0.0399660356342792,0.1713646650314331,-0.0081331860274076,-0.1695308983325958,0.0163527950644493,0.1190056875348091,-0.1850751936435699,-0.0949369519948959,-0.2928551435470581,-4.985928535461426e-05,-0.043498795479536,-0.1807990670204162,-0.0743911042809486,0.4220685362815857,-0.1641745865345001,-0.0797699689865112,-0.0665248259902,-0.0132410088554024,-0.1695308983325958,-0.0949369519948959,-0.1807990670204162,-0.0797699689865112,0.1915982291102409,-0.1076555790379643,0.2992538081482053,-0.0399660356342792,0.0163527950644493,-0.2928551435470581,-0.0743911042809486,-0.0665248259902,-0.0852679211646318,-0.0914768628776073,0.0062089417129754,1398.0,8.442318235373543e-05,0.0001258190023431,1.335161732436339e-05,9.997775982079865e-06
1971,0.2501044571399688,0.0258972495794296,-0.0367660224437713,0.0399321764707565,0.2581230700016022,-0.0163149833679199,-0.212765485048294,-0.0475661642849445,0.1509043127298355,-0.1828350722789764,-0.049092099070549,-0.2814063131809234,0.0213024765253067,0.0131643936038017,-0.1604456603527069,-0.091322973370552,0.417459100484848,-0.1235930770635604,-0.0937962457537651,-0.0502227358520031,-0.0367660224437713,-0.212765485048294,-0.049092099070549,-0.1604456603527069,-0.0937962457537651,0.2195786833763122,-0.1105731025338172,0.3301517859101295,0.0399321764707565,-0.0475661642849445,-0.2814063131809234,-0.091322973370552,-0.0502227358520031,-0.0567362979054451,-0.0861172020435333,0.0293809041380882,1446.0,8.286411455823586e-05,0.0001267891061291,1.3511535787590662e-05,1.009776367583624e-05
1972,0.2452467679977417,0.0049633048474788,-0.0759330093860626,0.0052819717675447,0.2344008088111877,-0.0369570590555667,-0.0943335592746734,-0.0361771211028099,0.1209560185670852,-0.1762095242738723,0.0267491526901721,-0.1588868796825409,0.1459938883781433,-0.0619112998247146,0.0196949001401662,0.0010146275162696,0.3983861207962036,-0.1370977461338043,0.0650521069765091,-0.0121764931827783,-0.0759330093860626,-0.0943335592746734,0.0267491526901721,0.0196949001401662,0.0650521069765091,0.2289967209100723,-0.0117540817707777,0.24075080268085,0.0052819717675447,-0.0361771211028099,-0.1588868796825409,0.0010146275162696,-0.0121764931827783,-0.0814424648880958,-0.0401887789368629,-0.0412536859512329,1431.0,8.193500882823302e-05,0.000127425514425,1.368067651769429e-05,1.0235611120533252e-05
1973,0.3187639117240906,0.094032697379589,0.0814003124833107,0.1068669259548187,0.2940922081470489,0.0589946135878562,0.0469490140676498,0.0915817618370056,0.1573143750429153,-0.1911257654428482,0.004344142973423,-0.042762067168951,0.127256691455841,-0.0009766668081283,-0.0465856678783893,0.0153144150972366,0.3673693537712097,-0.1062192395329475,0.090598426759243,0.086665466427803,0.0814003124833107,0.0469490140676498,0.004344142973423,-0.0465856678783893,0.090598426759243,0.2529593080282211,0.0353412456810474,0.2176180623471737,0.1068669259548187,0.0915817618370056,-0.042762067168951,0.0153144150972366,0.086665466427803,-0.0290588721632957,0.0515333004295825,-0.0805921725928783,1513.0,8.076980821312774e-05,0.0001279663899172,1.3823712629358018e-05,1.038757211456901e-05
1974,0.2827047705650329,0.0778151899576187,-0.075171984732151,0.0359546393156051,0.2955650985240936,0.0927178710699081,-0.0084373336285352,0.080354630947113,0.200917363166809,-0.1501250714063644,-0.1759159713983535,-0.2742917537689209,0.0549139976501464,-0.1518821120262146,-0.0126796700060367,-0.0076834037899971,0.3467134833335876,-0.0762152597308158,-0.0644796565175056,-0.0367381274700164,-0.075171984732151,-0.0084373336285352,-0.1759159713983535,-0.0126796700060367,-0.0644796565175056,0.2361629426479339,-0.0673369232565164,0.3034998659044504,0.0359546393156051,0.080354630947113,-0.2742917537689209,-0.0076834037899971,-0.0367381274700164,-0.0415378764271736,-0.0404808029532432,-0.0010570734739303,1519.0,7.979117732150242e-05,0.0001281103076118,1.400005698699818e-05,1.0479197978189145e-05
1975,0.235172837972641,0.0681176632642746,-0.0178382378071546,0.0746644884347915,0.1644705235958099,0.0870358869433403,-0.1244572401046752,0.0676023736596107,0.1118760183453559,-0.1298808306455612,0.034421257674694,-0.2160681784152984,0.1345192939043045,0.0835725367069244,0.021679800003767,-0.0227379482239484,0.3846243023872375,-0.1004666239023208,-0.0165379457175731,0.0246764980256557,-0.0178382378071546,-0.1244572401046752,0.034421257674694,0.021679800003767,-0.0165379457175731,0.2061325952410698,-0.0205464731901884,0.2266790684312582,0.0746644884347915,0.0676023736596107,-0.2160681784152984,-0.0227379482239484,0.0246764980256557,0.0016757264733314,-0.0143725533038377,0.0160482797771692,1594.0,7.815466822031728e-05,0.0001286816852176,1.416000673123022e-05,1.0517864484630276e-05
1976,0.2804697751998901,0.0687504410743713,-0.1327442824840545,0.0843344181776046,0.2561280727386474,0.1108089685440063,-0.0915984064340591,0.2389340102672577,0.2326554656028747,-0.1285215318202972,-0.0886461809277534,-0.1556104719638824,0.0131591502577066,0.1448318064212799,-0.1606357991695404,-0.1284281313419342,0.448667049407959,0.0590744614601135,-0.1210376843810081,0.0090613607317209,-0.1327442824840545,-0.0915984064340591,-0.0886461809277534,-0.1606357991695404,-0.1210376843810081,0.2462159026414156,-0.1189324706792831,0.3651483733206987,0.0843344181776046,0.2389340102672577,-0.1556104719638824,-0.1284281313419342,0.0090613607317209,0.0509888291358947,0.0096582371741533,0.0413305919617414,1519.0,7.731436854133529e-05,0.0001283841891433,1.4347501620332836e-05,1.05368385831639e-05
1977,0.1964254081249237,0.0610608719289302,-0.028202686458826,-0.0361119583249092,0.221203401684761,0.1001234650611877,-0.0830628871917724,0.0823821127414703,0.1986995935440063,-0.1902786195278167,-0.0473740994930267,-0.2434383332729339,0.1146837249398231,0.050231821835041,-0.1305965930223465,-0.0245903357863426,0.4856963753700256,-0.0129638686776161,0.0485566034913063,0.0310591738671064,-0.028202686458826,-0.0830628871917724,-0.0473740994930267,-0.1305965930223465,0.0485566034913063,0.2433417007327079,-0.048135932534933,0.2914776332676411,-0.0361119583249092,0.0823821127414703,-0.2434383332729339,-0.0245903357863426,0.0310591738671064,0.0016347341239452,-0.0381398681551218,0.039774602279067,1583.0,7.549732055979672e-05,0.0001283884498661,1.4545423336235052e-05,1.0466034147782464e-05
1978,0.3015755414962768,0.0917484387755394,-0.0212697610259056,-0.1055849641561508,0.2176248878240585,0.0754116028547287,0.087068535387516,0.0745410621166229,0.2269274294376373,-0.1621129810810089,0.0149819254875183,-0.2471061199903488,0.1096592396497726,0.0476868227124214,0.0282196961343288,0.0401155389845371,0.4038428366184234,-0.0879808813333511,0.0901099294424057,0.0078369826078414,-0.0212697610259056,0.087068535387516,0.0149819254875183,0.0282196961343288,0.0901099294424057,0.2519259870052338,0.0398220650851726,0.2121039219200611,-0.1055849641561508,0.0745410621166229,-0.2471061199903488,0.0401155389845371,0.0078369826078414,-0.0070493996143341,-0.0460395000874996,0.0389901004731655,1744.0,7.444612300235218e-05,0.0001281392770969,1.469281745577002e-05,1.0416247717362888e-05
1979,0.2805765271186828,0.0857911109924316,-0.0212350264191627,-0.0728381127119064,0.1922289431095123,0.0363278985023498,0.0423595085740089,0.0465747900307178,0.2996018528938293,-0.2053861618041992,-0.0201118029654026,-0.3277181982994079,0.1405121088027954,-0.0374546088278293,-0.0001372024416923,-0.0995860025286674,0.3809811174869537,-0.1075888276100158,0.122827410697937,-0.0935290083289146,-0.0212350264191627,0.0423595085740089,-0.0201118029654026,-0.0001372024416923,0.122827410697937,0.2587801098823547,0.0247405774891376,0.234039532393217,-0.0728381127119064,0.0465747900307178,-0.3277181982994079,-0.0995860025286674,-0.0935290083289146,-0.0456621177494525,-0.1094193063676357,0.0637571886181831,1859.0,7.285708596376545e-05,0.000127812463266,1.4840704744177394e-05,1.0359497361735391e-05
1980,0.3149499595165252,0.075688749551773,-0.0128798577934503,-0.0519345551729202,0.2576671838760376,0.0532847940921783,0.0969358310103416,0.0414411686360836,0.3485419750213623,-0.2106556594371795,0.0247644893825054,-0.1958940327167511,0.1799503415822982,0.0275069177150726,0.026659894734621,-0.112369567155838,0.421563982963562,-0.0435389354825019,0.0677475258708,-0.0481263548135757,-0.0128798577934503,0.0969358310103416,0.0247644893825054,0.026659894734621,0.0677475258708,0.3045346885919571,0.0406455766409635,0.2638891119509935,-0.0519345551729202,0.0414411686360836,-0.1958940327167511,-0.112369567155838,-0.0481263548135757,-0.0195428267121315,-0.0733766682446002,0.0538338415324687,1930.0,7.141976629603569e-05,0.0001272465260301,1.5048888345417906e-05,1.027453948105566e-05
1981,0.2983376979827881,0.0541674569249153,0.0527223274111747,-0.0583535619080066,0.2618145644664764,0.0645344704389572,0.0435336306691169,0.0386736616492271,0.3524700999259949,-0.1771691292524337,0.0793269276618957,-0.2178108990192413,0.2575533390045166,0.044632215052843,0.0204459391534328,-0.1512505263090133,0.4647131562232971,-0.0393114238977432,0.0938861817121505,-0.0021197069436311,0.0527223274111747,0.0435336306691169,0.0793269276618957,0.0204459391534328,0.0938861817121505,0.3269777715206146,0.0579830013215541,0.2689947701990604,-0.0583535619080066,0.0386736616492271,-0.2178108990192413,-0.1512505263090133,-0.0021197069436311,-0.0106292821466922,-0.078172206506133,0.0675429243594408,1962.0,6.96402565227215e-05,0.0001269222926306,1.5198186822331018e-05,1.015719418770037e-05
1982,0.3616203069686889,0.059334173798561,0.0338673181831836,-0.094393789768219,0.2975372076034546,0.0688796192407608,0.0952744707465171,0.0367281436920166,0.407776802778244,-0.2161352336406707,0.0388117432594299,-0.3229763507843017,0.2463526874780655,0.0442572645843029,0.0295422077178955,-0.0414772294461727,0.4129746556282043,-0.0800320953130722,0.0982443764805793,0.0588579848408699,0.0338673181831836,0.0952744707465171,0.0388117432594299,0.0295422077178955,0.0982443764805793,0.3452523320913315,0.0591480232775211,0.2861043088138104,-0.094393789768219,0.0367281436920166,-0.3229763507843017,-0.0414772294461727,0.0588579848408699,-0.0247392542660236,-0.0726522482931613,0.0479129940271377,2128.0,6.844663937093693e-05,0.0001259088905304,1.532180532817229e-05,1.0099207710011018e-05
1983,0.3183567821979522,0.1213407292962074,0.0542824156582355,-0.0361786969006061,0.2799650430679321,0.0946961045265197,0.0835976302623748,0.0130137745290994,0.3601821959018707,-0.1578564494848251,0.084280751645565,-0.2874391973018646,0.2323397696018219,0.0980687513947486,0.0386163368821144,-0.0615778714418411,0.4672149419784546,-0.0277364216744899,0.0761591792106628,0.0350094363093376,0.0542824156582355,0.0835976302623748,0.084280751645565,0.0386163368821144,0.0761591792106628,0.3316117465496063,0.0673872627317905,0.2642244838178158,-0.0361786969006061,0.0130137745290994,-0.2874391973018646,-0.0615778714418411,0.0350094363093376,0.0257025428116321,-0.0674345109611749,0.0931370537728071,2227.0,6.68140124722478e-05,0.0001258581444614,1.5525082236966807e-05,1.0024479463563044e-05
