,year,rural,obliged,give,act,obedience,authority,belong,pray,mean
139,1939,5.312794902628022e-05,1.3369322264874686e-05,0.00028067047657844214,0.0003171896844703172,5.919511815071539e-06,0.00015101160430016795,2.1331433994678912e-05,8.505164779697744e-06,0.0001063906434036913
140,1940,5.113278582159962e-05,1.2901800930974008e-05,0.0002801623361717377,0.00031427408352361193,5.818725380127684e-06,0.00015373696182255765,2.101330210280139e-05,8.334959992290741e-06,0.0001059218694682126
141,1941,5.0067163621341546e-05,1.2353839078319392e-05,0.00028003288233386617,0.0002997969277203083,5.6533231794933925e-06,0.00015557115174098208,2.067953054003218e-05,8.330910662022819e-06,0.00010406071610954573
142,1942,4.837305147832792e-05,1.2054033634610408e-05,0.00027971713487724107,0.00030146796156519225,5.470415739442355e-06,0.00015909240963602706,2.031178883044049e-05,8.19720181815293e-06,0.0001043354996974293
143,1943,4.7674749241975534e-05,1.196448036872815e-05,0.0002800282506671335,0.0002821961451055748,5.442982066077613e-06,0.00015738434324573194,2.0049773021517986e-05,8.17226171940482e-06,0.00010161412317951804
144,1944,4.713013394004e-05,1.177132344309939e-05,0.00028117262991145253,0.0002813651392768536,5.4520713612354096e-06,0.00015847596140312298,2.005118091931633e-05,8.080483764518118e-06,0.00010168736550245478
145,1945,4.734360274077127e-05,1.1653791131850863e-05,0.0002830863689138953,0.00027047710942237506,5.429230376258991e-06,0.00015828404866624624,2.0136673421282986e-05,8.202337864661655e-06,0.00010057664531716779
146,1946,4.823097905110834e-05,1.1437720916416896e-05,0.0002812291994424803,0.0002773535462828087,5.413812297255001e-06,0.0001609677482130272,2.0129306254342998e-05,7.956828150262091e-06,0.00010158989257596269
147,1947,4.796460832169812e-05,1.1433043385165678e-05,0.0002811912355744945,0.0002705983539012128,5.496577939214019e-06,0.00015911382173986306,2.028167831927671e-05,8.021444240772066e-06,0.00010051259542771213
148,1948,4.6636358872222316e-05,1.1412719426776416e-05,0.00028078605204687586,0.0002706225682881528,5.599736791087448e-06,0.00015973125950300267,2.0315315591038336e-05,8.055740376481221e-06,0.00010039496886195466
149,1949,4.5882910593978264e-05,1.1667427835553618e-05,0.00028099744148286324,0.00026148532716823477,5.901619715587003e-06,0.00015760318326231624,2.0908122678520158e-05,8.372920157333802e-06,9.910236911179838e-05
150,1950,4.522974631981924e-05,1.1322325008222833e-05,0.000279672527020531,0.00026461393073467273,5.950408974188447e-06,0.00015893253397994807,2.1040787812255856e-05,8.379923201573547e-06,9.939277288140146e-05
151,1951,4.384692251083574e-05,1.1058883111607948e-05,0.0002780520756329809,0.0002589264976060284,5.930655918616269e-06,0.00015937839011063,2.0724570796509007e-05,8.414612953596848e-06,9.829157608010065e-05
152,1952,4.297752717060835e-05,1.0926680780747639e-05,0.000276876035578815,0.00025711198187699277,6.02186738823158e-06,0.0001599912772819932,2.047982629197317e-05,8.49158660847544e-06,9.785959787222966e-05
153,1953,4.142668954695442e-05,1.0894260282969168e-05,0.0002781905100813934,0.0002423696860205382,6.091215969458322e-06,0.0001585138836942081,2.035386075606636e-05,8.647934529497953e-06,9.581100511013574e-05
154,1954,4.100722539338416e-05,1.058615440082836e-05,0.0002767536456563643,0.00024355275880744948,6.040293426069963e-06,0.00016175678631822978,2.0106489111120546e-05,8.476283385659502e-06,9.603495456238826e-05
155,1955,4.096246837954303e-05,1.0514736589227272e-05,0.00027416138826603334,0.0002370363799855113,6.013369134702121e-06,0.00016146095627586225,2.0079926928571824e-05,8.266413780282683e-06,9.481195491746671e-05
156,1956,4.009857470269448e-05,9.953310706935423e-06,0.0002702535504275667,0.000236342367965595,5.755373942000526e-06,0.00016242510381354286,1.9392204714157352e-05,7.745994545465302e-06,9.399581010224468e-05
157,1957,4.014489968540147e-05,9.880947410627933e-06,0.0002667784158672605,0.00022583729462764625,5.734344150758781e-06,0.00016137541180276976,1.9270875002673294e-05,7.640597946842068e-06,9.208284831174751e-05
158,1958,4.0446936119613906e-05,9.965215083086929e-06,0.00026325475690620285,0.0002201229425346745,5.769967109310008e-06,0.00016068983573599586,1.928143943327346e-05,7.694094035416907e-06,9.09031483696968e-05
159,1959,3.9961115232602295e-05,1.006955257512995e-05,0.0002590577018314174,0.0002108411946600037,5.799317023047479e-06,0.00015908341239472584,1.936801605292463e-05,7.544096985969061e-06,8.896555084447753e-05
160,1960,4.082955014642461e-05,1.0184822583271722e-05,0.00025456029314747345,0.0002094716182909906,5.790295875028408e-06,0.00015744161126869067,1.9467132525668213e-05,7.497092220936403e-06,8.81553020073105e-05
161,1961,4.188613560732587e-05,1.0318171916878782e-05,0.0002499919875325369,0.00019972340461598442,5.865210823685629e-06,0.00015328161784314683,1.9568178166602073e-05,7.63700316903331e-06,8.603396370939922e-05
162,1962,4.309692043794452e-05,1.048914197911342e-05,0.00024702843178861907,0.0001990086041457419,6.040429720347415e-06,0.0001534158135265378,1.9504850830084513e-05,7.769822202265328e-06,8.579425182883175e-05
163,1963,4.526901050537292e-05,1.0936090283004368e-05,0.00024503104421975356,0.0001909359291728054,6.251848260165259e-06,0.0001526104169897735,1.9396836900601295e-05,8.013998532468186e-06,8.480564685799306e-05
164,1964,4.759310624129804e-05,1.131255326721917e-05,0.00024371409589158638,0.00019291718074652766,6.3619970985330705e-06,0.00015333437269353972,1.9223133027220945e-05,8.230316974991833e-06,8.53358444926146e-05
165,1965,4.8953478523929205e-05,1.1878242081106041e-05,0.0002428347257331812,0.00018912656274291554,6.588588153785427e-06,0.000152636446208427,1.934590935499208e-05,8.543980909182989e-06,8.498849171343992e-05
166,1966,5.0554145543303874e-05,1.231602189883623e-05,0.00024230851392660822,0.00018913297390099615,6.668636290539455e-06,0.000153502933764165,1.926532396672493e-05,8.640793566883076e-06,8.529866785725712e-05
167,1967,5.109088929852338e-05,1.261416699500322e-05,0.00024068697322426097,0.00018601792024648084,6.771064753203453e-06,0.00015526356582995504,1.907105355972557e-05,8.638389122747217e-06,8.501925287873747e-05
168,1968,5.387497523250724e-05,1.286532954379384e-05,0.00023944472819234112,0.00018626985963367458,6.772245277326354e-06,0.00015862222686077336,1.869343473767263e-05,8.478379446127551e-06,8.562764736552708e-05
169,1969,5.601412963837252e-05,1.267382283133754e-05,0.00023617053479288837,0.0001808311270516632,6.559740021267706e-06,0.0001576717768330127,1.829940447350964e-05,8.240190384510373e-06,8.455759075332026e-05
170,1970,5.719382690066206e-05,1.211556419938071e-05,0.00023125183361116797,0.00018199550478519605,6.299116388877987e-06,0.00016088390423517142,1.778118972392154e-05,7.864518985505648e-06,8.442318235373543e-05
171,1971,5.6983207157048e-05,1.1590628933585581e-05,0.0002260841429233551,0.00017543315230536142,6.01289996536382e-06,0.00016205645390852754,1.7228854241173913e-05,7.523577031471567e-06,8.286411455823586e-05
172,1972,5.826072603148142e-05,1.0650375250926508e-05,0.0002197174118399354,0.00017448394126924022,5.5012189607493515e-06,0.00016358512844557742,1.633817672492504e-05,6.943092103028903e-06,8.193500882823302e-05
173,1973,5.887330709291356e-05,9.830839059889382e-06,0.00021302560967991928,0.0001721524084652109,5.0804317522436444e-06,0.00016507789925006882,1.5560030598343083e-05,6.557939806433362e-06,8.076980821312774e-05
174,1974,6.0060295904155024e-05,9.006565960589796e-06,0.00020733091306673096,0.00017024925909936428,4.694452010361212e-06,0.00016593901091255248,1.4852065240639994e-05,6.1968563776255384e-06,7.979117732150242e-05
175,1975,5.995627881410266e-05,8.174414558327823e-06,0.00020126825256738812,0.00016580384025084122,4.348300795494911e-06,0.00016551667483456965,1.421998682157469e-05,5.9495971202393e-06,7.815466822031728e-05
176,1976,5.948059229662509e-05,7.659891317806406e-06,0.00019687302119564265,0.0001646003739941599,4.134182225763132e-06,0.00016619509343789623,1.370940169311195e-05,5.8623921696770206e-06,7.731436854133529e-05
177,1977,5.9059692700559807e-05,7.328391867693946e-06,0.00019341750469590937,0.00015856818728415028,3.923354467717997e-06,0.0001625687353745369,1.3379061653852529e-05,5.7336364339529866e-06,7.549732055979672e-05
178,1978,5.884812396418836e-05,7.0636367906575155e-06,0.0001894035023204716,0.0001574985050995435,3.82139991675753e-06,0.00016007865945409452,1.3098344035305282e-05,5.756812437799194e-06,7.444612300235218e-05
179,1979,5.7705297617108696e-05,6.874780020942646e-06,0.0001867923586230193,0.00015149046209574278,3.791233504151543e-06,0.00015748772628804936,1.2986515555115017e-05,5.728314005994305e-06,7.285708596376545e-05
180,1980,5.664973286911845e-05,6.6089909783581135e-06,0.00018449976050760597,0.00014714695238840899,3.807577448761939e-06,0.0001540032826596871,1.2851872140475149e-05,5.789961375869877e-06,7.141976629603569e-05
181,1981,5.501912112647135e-05,6.46008064515107e-06,0.0001826799915371729,0.00014100794526582052,3.8059818052715855e-06,0.00014936152729205787,1.2805462574760895e-05,5.981941935065801e-06,6.96402565227215e-05
182,1982,5.241003496589006e-05,6.4806829738829815e-06,0.00018147270852101168,0.000138805562788288,3.9626917051854046e-06,0.00014553001840665405,1.2828181492555554e-05,6.083234114027748e-06,6.844663937093693e-05
183,1983,5.086316273913586e-05,6.378519304105014e-06,0.00018023144054625715,0.00013273357659012878,3.9814306092011975e-06,0.000141357202664949,1.287966110144875e-05,6.08710622275664e-06,6.68140124722478e-05
184,1984,4.905061411721233e-05,6.366806506516046e-06,0.0001791915045552222,0.0001324011879790175,4.0843235638021724e-06,0.0001394673724592264,1.293351618057516e-05,6.2712473274067245e-06,6.622082158612232e-05
185,1985,4.8615301368824604e-05,6.309655353626502e-06,0.00017939012988270924,0.0001281619177981546,4.104948370045999e-06,0.0001374949435038226,1.3003375378113041e-05,6.384799624876385e-06,6.543313391002163e-05
186,1986,4.8517241209213224e-05,6.241802761256362e-06,0.0001782707716172029,0.00012695003637678122,4.1353272146287575e-06,0.00013551718438975513,1.3074334414600994e-05,6.453904981234311e-06,6.489507537058412e-05
187,1987,4.981837420408348e-05,6.208509343455912e-06,0.00017737052361813506,0.0001240843952733225,4.167678201026449e-06,0.00013406428791183447,1.3301366769675432e-05,6.556854324506796e-06,6.444649870575501e-05
188,1988,5.05605639773421e-05,6.215110391037472e-06,0.00017685348575469106,0.00012375622567820495,4.177471055299975e-06,0.00013404267831772034,1.3420713133070552e-05,6.6165482296907745e-06,6.445534956713216e-05
189,1989,5.150039838294366e-05,6.155262521393265e-06,0.0001765049549119015,0.00012034033404363851,4.07975332044381e-06,0.00013300611213448325,1.3627227807384251e-05,6.706803820374521e-06,6.399010586782034e-05
190,1990,5.257702598880444e-05,6.168314744822315e-06,0.00017548659733230515,0.00012079563020961359,4.08977159947556e-06,0.00013224341299584403,1.3754215745263667e-05,6.943746354539014e-06,6.400733937133347e-05
191,1991,5.3656750034341325e-05,6.098837470095272e-06,0.00017490153965939368,0.00011687813509654786,4.072927692634819e-06,0.00013139478479778127,1.3846326380319493e-05,7.064020857277293e-06,6.348916524854887e-05
192,1992,5.309335080840226e-05,6.048092992776739e-06,0.0001738993326268558,0.00011794860516342201,4.1262130382944766e-06,0.00013278767957152532,1.3938267069793905e-05,7.213843348706307e-06,6.363192307747211e-05
193,1993,5.2028051868546754e-05,6.0897536319056855e-06,0.00017476143589842,0.0001167696765540833,4.235101317005631e-06,0.00013381595532077232,1.4116587668208272e-05,7.562613258674641e-06,6.367239693970208e-05
194,1994,5.0279151244987066e-05,6.0545571614056826e-06,0.0001757331150916538,0.00011924657363644136,4.323990067080428e-06,0.00013520960679410825,1.4242559570577993e-05,7.87697828335305e-06,6.412081648120096e-05
195,1995,4.878317694030037e-05,6.085055896879307e-06,0.00017635543190408498,0.00011926990347481998,4.4672972632854775e-06,0.00013643375963770917,1.4383463427033608e-05,8.177998811983603e-06,6.424451091951205e-05
196,1996,4.7321012451513e-05,6.155792367020954e-06,0.0001774845295585692,0.00012232343578943983,4.623082596871038e-06,0.00013811781121018742,1.4443970420480972e-05,8.636913792413128e-06,6.488831852331195e-05
197,1997,4.522073868429288e-05,6.263044529727527e-06,0.00018077449723412947,0.00012276735443655134,4.759096684990384e-06,0.00013936981849838048,1.4692554032080807e-05,9.193188946353206e-06,6.538003663081328e-05
198,1998,4.3472645172317114e-05,6.406444169572621e-06,0.0001837511975151886,0.0001269302426538031,4.910479999255456e-06,0.00013988377759233117,1.4926388498029805e-05,9.816153448939855e-06,6.62621661311797e-05
199,1999,4.214878676326147e-05,6.510056794338327e-06,0.00018691860272416046,0.0001266715511779434,5.014774030444512e-06,0.0001376145041181839,1.5186478906668657e-05,1.0409303675779874e-05,6.630925727384758e-05
200,2000,4.1765721107367426e-05,6.6612626921726455e-06,0.00019075281202926168,0.00012780872410595684,5.251253826697523e-06,0.0001359399175271392,1.549774515297031e-05,1.1185194255501432e-05,6.685782883713338e-05
201,2001,4.0859989115103546e-05,7.089616506813659e-06,0.00019518290978989432,0.00012666202694942643,5.508624261502908e-06,0.000133520329005218,1.581848066832338e-05,1.2119266622383812e-05,6.709515536483326e-05
202,2002,4.0192598784675025e-05,7.3653052692991745e-06,0.00019951950733749463,0.00012747602678635822,5.7493589987903504e-06,0.0001314502816447722,1.6130064847987213e-05,1.3051608740559978e-05,6.761684405124209e-05
203,2003,3.94582400206543e-05,7.739594756068463e-06,0.0002033093062761639,0.0001264847835825224,6.078508574449058e-06,0.00012938704873834337,1.653288485873158e-05,1.391346865732755e-05,6.786297943303258e-05
204,2004,3.900888883176127e-05,7.83992787286739e-06,0.00020499035183872496,0.00012643918827442185,6.2608357568803645e-06,0.00012773926261745925,1.6698852570178652e-05,1.4330404415626877e-05,6.791346402224006e-05
205,2005,3.847420469225783e-05,8.18253342263883e-06,0.00020789326351535107,0.00012620404803393676,6.5821364582266795e-06,0.0001268499410278829,1.693366487285987e-05,1.4894631671528e-05,6.825180296183525e-05
206,2006,3.7686450273862905e-05,8.686471639001475e-06,0.00021403126759521131,0.00012693417582860484,7.053482802023479e-06,0.00012551611559631835,1.7350976122543216e-05,1.591849611161576e-05,6.914717949614766e-05
207,2007,3.6558000699317616e-05,8.625411153064175e-06,0.00021747865165317698,0.00012651315669895017,7.197620756674691e-06,0.00012434112016178136,1.747317998836349e-05,1.672734132236136e-05,6.936431030421122e-05
208,2008,3.5330336686456576e-05,8.361801194821186e-06,0.0002210251654365233,0.00012540085507290705,7.385128420927296e-06,0.00012088421395414375,1.762397161136115e-05,1.760763734637294e-05,6.920238871543917e-05
209,2009,3.4011686044063284e-05,8.03837351018696e-06,0.00022374238012292023,0.00012257820448472297,7.471844777943001e-06,0.00011488165078584902,1.7821103808403548e-05,1.841873589520609e-05,6.837049742866188e-05
210,2010,3.310164408633552e-05,7.707416768555828e-06,0.00022646742581855506,0.0001193294717398073,7.461713006965251e-06,0.00010870717544873645,1.794698385180839e-05,1.8929966764907086e-05,6.745647468570887e-05
211,2011,3.211611770633941e-05,7.731281454782999e-06,0.00023174366963628148,0.00011719656946037762,7.702925423862844e-06,0.00010373487332669486,1.8372636207329507e-05,1.9948887711507268e-05,6.7318370115897e-05
212,2012,3.140052051873811e-05,7.6090123651998254e-06,0.00023514141503255814,0.00011319589144217648,7.835140617576794e-06,9.760945769292968e-05,1.8677842100649806e-05,2.0440675143618137e-05,6.648874436418087e-05
213,2013,3.123371451303163e-05,7.211207113349312e-06,0.0002343555970583111,0.00011025231651728973,7.786114175749909e-06,9.150278700482366e-05,1.8799481560043724e-05,2.0466322374496876e-05,6.5200942539637e-05
214,2014,3.069711159956309e-05,7.150399791758641e-06,0.00023549064852496876,0.00010822519210965506,7.941027173988654e-06,8.508662410479571e-05,1.9098751571228994e-05,2.0763023452933078e-05,6.43065972911115e-05
215,2015,3.065344442023031e-05,7.394812785475681e-06,0.00023569414874405732,0.00010776759466222887,8.172030772714476e-06,8.211830572690815e-05,1.9490029964280048e-05,2.104751911247149e-05,6.40422357735458e-05
216,2016,3.109860647652697e-05,7.5177419083567135e-06,0.0002361407719685563,0.00010832827683771029,8.35427616558653e-06,8.102820512639093e-05,1.9803271633073954e-05,2.142506309610326e-05,6.421202665153811e-05
217,2017,3.115590334346052e-05,7.587536098678053e-06,0.00023708174073059732,0.00010890596846972282,8.499100961974667e-06,8.04291072806033e-05,2.00080000164841e-05,2.1704820937884506e-05,6.442152222992566e-05
218,2018,3.11197763949167e-05,7.559584628324956e-06,0.00023581823334097862,0.00010920848435489461,8.5818015577388e-06,7.901639910414814e-05,2.004677335207816e-05,2.170312436646782e-05,6.413177213744349e-05
219,2019,3.1119636332732625e-05,7.347014388869866e-06,0.0002351933144382201,0.0001090030164050404,8.613141972091398e-06,7.706760334258433e-05,2.019523753915564e-05,2.2311960037768586e-05,6.385636555705787e-05
