year,effort_care_vir,efficiency_care_vir,effort_care_vic,efficiency_care_vic,effort_fare_vir,efficiency_fare_vir,effort_fare_vic,efficiency_fare_vic,effort_loya_vir,efficiency_loya_vir,effort_loya_vic,efficiency_loya_vic,effort_auth_vir,efficiency_auth_vir,effort_auth_vic,efficiency_auth_vic,effort_sanc_vir,efficiency_sanc_vir,effort_sanc_vic,efficiency_sanc_vic,effort_care,effort_fare,effort_loya,effort_auth,effort_sanc,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_fare,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff
1950.0,0.41627293825149536,0.06458757817745209,-0.03210127726197243,0.03593817353248596,0.28307291865348816,-0.05139199644327164,-0.043411631137132645,-0.0075647346675395966,0.4401182234287262,-0.08147438615560532,-0.007814276963472366,-0.3414526581764221,0.3089490830898285,-0.05185575783252716,-0.03244452923536301,-0.130568727850914,0.47043824195861816,-0.03669877350330353,0.08576691895723343,0.06787215918302536,-0.03210127726197243,-0.043411631137132645,-0.007814276963472366,-0.03244452923536301,0.08576691895723343,0.3837702810764313,-0.006000959128141403,0.3897712402045727,0.03593817353248596,-0.0075647346675395966,-0.3414526581764221,-0.130568727850914,0.06787215918302536,-0.03136666715145111,-0.07515515759587288,0.04378849044442177
1951.0,0.41555482149124146,0.0073328688740730286,-0.1038983017206192,0.05643227696418762,0.32218337059020996,-0.013507064431905746,0.03895339369773865,0.008104061707854271,0.37819814682006836,0.02550835907459259,-0.08185140043497086,-0.2618681788444519,0.327045202255249,-0.06623342633247375,0.01921945996582508,-0.12507972121238708,0.4687366187572479,-0.019375156611204147,0.08016522973775864,0.033154360949993134,-0.1038983017206192,0.03895339369773865,-0.08185140043497086,0.01921945996582508,0.08016522973775864,0.38234363198280336,-0.009482323750853538,0.3918259557336569,0.05643227696418762,0.008104061707854271,-0.2618681788444519,-0.12507972121238708,0.033154360949993134,-0.013254883885383605,-0.05785144008696079,0.04459655620157718
1952.0,0.40025508403778076,-0.03648550063371658,-0.013163089752197266,-0.01651933044195175,0.32025495171546936,-0.0749284103512764,-0.0017138868570327759,-0.05825413018465042,0.3910099267959595,-0.13961291313171387,0.0635393038392067,-0.289379358291626,0.2876717448234558,-0.0935085266828537,-0.001545540988445282,-0.09923410415649414,0.5046073198318481,-0.10713860392570496,0.09338634461164474,0.05286012589931488,-0.013163089752197266,-0.0017138868570327759,0.0635393038392067,-0.001545540988445282,0.09338634461164474,0.3807598054409027,0.028100626170635225,0.35265917927026746,-0.01651933044195175,-0.05825413018465042,-0.289379358291626,-0.09923410415649414,0.05286012589931488,-0.0903347909450531,-0.08210535943508149,-0.008229431509971616
1953.0,0.39453625679016113,0.017750518396496773,0.017006471753120422,0.021369129419326782,0.27589428424835205,-0.0745881199836731,0.02567943185567856,-0.053676072508096695,0.4020827114582062,-0.0264677032828331,-0.02832445129752159,-0.28046557307243347,0.2458430379629135,-0.15965360403060913,0.013237232342362404,-0.051424212753772736,0.45372331142425537,-0.015271641314029694,0.1440626084804535,-0.10181432962417603,0.017006471753120422,0.02567943185567856,-0.02832445129752159,0.013237232342362404,0.1440626084804535,0.35441592037677766,0.03433225862681866,0.320083661749959,0.021369129419326782,-0.053676072508096695,-0.28046557307243347,-0.051424212753772736,-0.10181432962417603,-0.05164611004292965,-0.09320221170783043,0.04155610166490078
1954.0,0.356674462556839,-0.026483677327632904,-0.01501377671957016,-0.051193200051784515,0.21878989040851593,-0.09691780060529709,0.04208148270845413,-0.031152047216892242,0.3861636817455292,-0.07609255611896515,0.13533137738704681,-0.22656376659870148,0.25185656547546387,-0.08347462862730026,-0.0069084689021110535,-0.1507570743560791,0.42946213483810425,-0.03511449322104454,0.10544014722108841,-0.12262916564941406,-0.01501377671957016,0.04208148270845413,0.13533137738704681,-0.0069084689021110535,0.10544014722108841,0.32858934700489045,0.05218615233898163,0.27640319466590885,-0.051193200051784515,-0.031152047216892242,-0.22656376659870148,-0.1507570743560791,-0.12262916564941406,-0.06361663118004798,-0.11645905077457427,0.05284241959452629
1955.0,0.3650144636631012,-0.04816582798957825,-0.12116289138793945,-0.05514908209443092,0.2797698676586151,-0.1215084120631218,0.0876002237200737,-0.018137168139219284,0.4500163197517395,-0.17995470762252808,-0.029599256813526154,-0.23818445205688477,0.2956298589706421,0.002427268773317337,0.03488301485776901,-0.29521238803863525,0.5265235304832458,-0.06919855624437332,0.06400410830974579,-0.11062146723270416,-0.12116289138793945,0.0876002237200737,-0.029599256813526154,0.03488301485776901,0.06400410830974579,0.38339080810546877,0.007145039737224579,0.3762457683682442,-0.05514908209443092,-0.018137168139219284,-0.23818445205688477,-0.29521238803863525,-0.11062146723270416,-0.08328004702925682,-0.1434609115123749,0.060180864483118074
1956.0,0.4436855912208557,-0.01351775974035263,0.026890330016613007,-0.031009070575237274,0.2598259747028351,-0.048955999314785004,0.1260252743959427,-0.05529588460922241,0.4636509418487549,-0.13197766244411469,0.050269536674022675,-0.23088891804218292,0.260145902633667,-0.10714711248874664,0.055094651877880096,-0.12794137001037598,0.4371727705001831,-0.10176306962966919,0.13305550813674927,-0.0037000812590122223,0.026890330016613007,0.1260252743959427,0.050269536674022675,0.055094651877880096,0.13305550813674927,0.37289623618125917,0.07826706022024155,0.2946291759610176,-0.031009070575237274,-0.05529588460922241,-0.23088891804218292,-0.12794137001037598,-0.0037000812590122223,-0.08067232072353363,-0.08976706489920616,0.009094744175672534
1957.0,0.43147456645965576,-0.025354698300361633,0.034445516765117645,-0.08443847298622131,0.2905561029911041,-0.011341935023665428,0.03757726773619652,-0.009144876152276993,0.41930609941482544,-0.10569322109222412,-0.04731525480747223,-0.3275555968284607,0.22821184992790222,-0.11196373403072357,0.07223771512508392,-0.18692351877689362,0.370669960975647,-0.08701223134994507,0.03845495730638504,-0.00286218523979187,0.034445516765117645,0.03757726773619652,-0.04731525480747223,0.07223771512508392,0.03845495730638504,0.3480437159538269,0.02708004042506218,0.3209636755287647,-0.08443847298622131,-0.009144876152276993,-0.3275555968284607,-0.18692351877689362,-0.00286218523979187,-0.06827316395938396,-0.12218492999672889,0.05391176603734493
1958.0,0.26361340284347534,-0.03370232135057449,-0.041455961763858795,-0.11750823259353638,0.22362378239631653,-0.06232720613479614,0.11436142772436142,-0.03964968025684357,0.2851623296737671,-0.23855581879615784,0.03142661601305008,-0.31576040387153625,0.2183597981929779,-0.11204861104488373,-0.11121805012226105,-0.16615736484527588,0.428465873003006,-0.11912842094898224,-0.03057847172021866,-0.036863841116428375,-0.041455961763858795,0.11436142772436142,0.03142661601305008,-0.11121805012226105,-0.03057847172021866,0.28384503722190857,-0.0074928879737854006,0.29133792519569396,-0.11750823259353638,-0.03964968025684357,-0.31576040387153625,-0.16615736484527588,-0.036863841116428375,-0.11315247565507888,-0.13518790453672408,0.022035428881645197
1959.0,0.28868958353996277,-0.06898195296525955,-0.06285032629966736,-0.16875658929347992,0.19460676610469818,-0.07165103405714035,0.06027740612626076,-0.08233992755413055,0.262249231338501,-0.20883648097515106,0.09328625351190567,-0.1962321698665619,0.26577669382095337,-0.15255209803581238,-0.10437320917844772,-0.1439129114151001,0.29933875799179077,-0.15279783308506012,-0.03281807154417038,-0.05086539685726166,-0.06285032629966736,0.06027740612626076,0.09328625351190567,-0.10437320917844772,-0.03281807154417038,0.26213220655918124,-0.009295589476823806,0.27142779603600503,-0.16875658929347992,-0.08233992755413055,-0.1962321698665619,-0.1439129114151001,-0.05086539685726166,-0.13096387982368468,-0.1284213989973068,-0.0025424808263778687
