year,effort_care_vic,efficiency_care_vic,effort_care_vir,efficiency_care_vir,effort_loya_vic,efficiency_loya_vic,effort_loya_vir,efficiency_loya_vir,effort_auth_vic,efficiency_auth_vic,effort_auth_vir,efficiency_auth_vir,effort_sanc_vic,efficiency_sanc_vic,effort_sanc_vir,efficiency_sanc_vir,effort_fare_vic,efficiency_fare_vic,effort_fare_vir,efficiency_fare_vir,effort_care,effort_loya,effort_auth,effort_sanc,effort_fare,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_fare,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff
1873.0,0.9581850171089172,0.9757493734359741,0.9642004370689392,0.977947473526001,0.9119312167167664,0.9334927797317505,0.9601608514785767,0.973151445388794,0.9575434327125549,0.9646650552749634,0.9573732018470764,0.958425760269165,0.9263728260993958,0.9518234729766846,0.9404101371765137,0.9564509987831116,0.9450405836105347,0.9680772423744202,0.9612774848937988,0.9779354333877563,0.9642004370689392,0.9601608514785767,0.9573732018470764,0.9404101371765137,0.9612774848937988,0.9566844224929809,0.9398146152496338,0.01686980724334708,0.977947473526001,0.973151445388794,0.958425760269165,0.9564509987831116,0.9779354333877563,0.9687822222709656,0.9587615847587585,0.010020637512207053
1874.0,0.932011067867279,0.8870818614959717,0.947685718536377,0.8945753574371338,0.8896608948707581,0.833215594291687,0.9241376519203186,0.867622435092926,0.9064395427703857,0.8665047883987427,0.9011984467506409,0.8666666746139526,0.9201541543006897,0.8777518272399902,0.9327330589294434,0.8819410800933838,0.9207241535186768,0.8814427256584167,0.903215229511261,0.8698838949203491,0.947685718536377,0.9241376519203186,0.9011984467506409,0.9327330589294434,0.903215229511261,0.9217940211296082,0.9137979626655579,0.00799605846405027,0.8945753574371338,0.867622435092926,0.8666666746139526,0.8819410800933838,0.8698838949203491,0.876137888431549,0.8691993594169617,0.006938529014587358
1875.0,0.9122241735458374,0.8961182832717896,0.9318255186080933,0.9236776232719421,0.884088397026062,0.8734620213508606,0.9063745737075806,0.9023849368095398,0.8462201356887817,0.8594655394554138,0.8792610168457031,0.903666615486145,0.8931233286857605,0.8754180073738098,0.9148037433624268,0.894289493560791,0.9103557467460632,0.9103416204452515,0.8780418038368225,0.9141885042190552,0.9318255186080933,0.9063745737075806,0.8792610168457031,0.9148037433624268,0.8780418038368225,0.9020613312721253,0.889202356338501,0.012858974933624312,0.9236776232719421,0.9023849368095398,0.903666615486145,0.894289493560791,0.9141885042190552,0.9076414346694947,0.882961094379425,0.024680340290069602
1876.0,0.9211446046829224,0.8347965478897095,0.9490572214126587,0.8577219247817993,0.8902748823165894,0.7966915369033813,0.9150559902191162,0.8319005370140076,0.889114499092102,0.8164956569671631,0.8986807465553284,0.838334858417511,0.9133152961730957,0.8286899328231812,0.9336555004119873,0.8374629020690918,0.9184243679046631,0.8435844779014587,0.9064615368843079,0.8501558303833008,0.9490572214126587,0.9150559902191162,0.8986807465553284,0.9336555004119873,0.9064615368843079,0.9205821990966797,0.9064547300338746,0.014127469062805154,0.8577219247817993,0.8319005370140076,0.838334858417511,0.8374629020690918,0.8501558303833008,0.8431152105331421,0.8240516304969787,0.019063580036163374
1877.0,0.9364470839500427,0.8984844088554382,0.9482181072235107,0.9155219793319702,0.9186887145042419,0.8795514702796936,0.9192001819610596,0.9005657434463501,0.8970618844032288,0.8700687885284424,0.9034649729728699,0.8811177015304565,0.9177452325820923,0.863727867603302,0.9304823875427246,0.8802324533462524,0.9216994047164917,0.8877425193786621,0.9044265151023865,0.8925729393959045,0.9482181072235107,0.9192001819610596,0.9034649729728699,0.9304823875427246,0.9044265151023865,0.9211584329605103,0.9183284640312195,0.0028299689292907715,0.9155219793319702,0.9005657434463501,0.8811177015304565,0.8802324533462524,0.8925729393959045,0.8940021634101868,0.8799150109291076,0.014087152481079168
1878.0,0.893539309501648,0.849250316619873,0.9100591540336609,0.8692039251327515,0.8492611050605774,0.7784184813499451,0.8741855621337891,0.8345054388046265,0.8548159003257751,0.817808985710144,0.836819052696228,0.8387430906295776,0.870410144329071,0.8451331853866577,0.891239583492279,0.839392364025116,0.862260103225708,0.8404630422592163,0.8402957916259766,0.849054217338562,0.9100591540336609,0.8741855621337891,0.836819052696228,0.891239583492279,0.8402957916259766,0.8705198287963867,0.8660573124885559,0.004462516307830788,0.8692039251327515,0.8345054388046265,0.8387430906295776,0.839392364025116,0.849054217338562,0.8461798071861267,0.8262148022651672,0.01996500492095954
1879.0,0.9092579483985901,0.8447787165641785,0.9277829527854919,0.8610246181488037,0.8548145294189453,0.772545337677002,0.9015539884567261,0.8298070430755615,0.8771657943725586,0.8228977918624878,0.8815401792526245,0.8307539224624634,0.9029273986816406,0.8486968278884888,0.9153972864151001,0.8320595026016235,0.9077631235122681,0.847122311592102,0.8987675905227661,0.8590296506881714,0.9277829527854919,0.9015539884567261,0.8815401792526245,0.9153972864151001,0.8987675905227661,0.9050083994865418,0.8903857588768005,0.014622640609741278,0.8610246181488037,0.8298070430755615,0.8307539224624634,0.8320595026016235,0.8590296506881714,0.8425349473953248,0.8272081971168518,0.015326750278472967
1880.0,0.8855614066123962,0.8426458835601807,0.9094059467315674,0.857522189617157,0.8346361517906189,0.793603777885437,0.8856952786445618,0.8351296186447144,0.8384354114532471,0.807864785194397,0.8468829393386841,0.8422854542732239,0.8732315897941589,0.8200975656509399,0.9032716751098633,0.8381980657577515,0.8642551898956299,0.8264822959899902,0.8428840637207031,0.8469678163528442,0.9094059467315674,0.8856952786445618,0.8468829393386841,0.9032716751098633,0.8428840637207031,0.8776279807090759,0.8592239499092102,0.018404030799865634,0.857522189617157,0.8351296186447144,0.8422854542732239,0.8381980657577515,0.8469678163528442,0.8440206289291382,0.818138861656189,0.02588176727294922
1881.0,0.9175201058387756,0.8490413427352905,0.9348207712173462,0.884569525718689,0.8959487676620483,0.8221657276153564,0.9009337425231934,0.8430874347686768,0.9006251692771912,0.8494888544082642,0.8817855715751648,0.8618688583374023,0.8978723883628845,0.8241642713546753,0.9254775643348694,0.8479217290878296,0.9051952362060547,0.8549267649650574,0.8775131106376648,0.88163822889328,0.9348207712173462,0.9009337425231934,0.8817855715751648,0.9254775643348694,0.8775131106376648,0.9041061520576477,0.9034323334693909,0.0006738185882567693,0.884569525718689,0.8430874347686768,0.8618688583374023,0.8479217290878296,0.88163822889328,0.8638171553611755,0.8399573922157287,0.0238597631454468
1882.0,0.8930260539054871,0.8073015213012695,0.9128075242042542,0.8187294006347656,0.8399460315704346,0.7590785026550293,0.8788982629776001,0.7912576198577881,0.8480654954910278,0.786402702331543,0.845535397529602,0.8032439947128296,0.8907579779624939,0.8033987283706665,0.9096406102180481,0.8077763319015503,0.8794102072715759,0.815805196762085,0.8468329906463623,0.8291267156600952,0.9128075242042542,0.8788982629776001,0.845535397529602,0.9096406102180481,0.8468329906463623,0.8787429571151734,0.8702411532402039,0.00850180387496946,0.8187294006347656,0.7912576198577881,0.8032439947128296,0.8077763319015503,0.8291267156600952,0.8100268125534058,0.7943973302841186,0.015629482269287176
