year,effort_care_vir,efficiency_care_vir,effort_care_vic,efficiency_care_vic,effort_fare_vir,efficiency_fare_vir,effort_fare_vic,efficiency_fare_vic,effort_loya_vir,efficiency_loya_vir,effort_loya_vic,efficiency_loya_vic,effort_auth_vir,efficiency_auth_vir,effort_auth_vic,efficiency_auth_vic,effort_sanc_vir,efficiency_sanc_vir,effort_sanc_vic,efficiency_sanc_vic,effort_care,effort_fare,effort_loya,effort_auth,effort_sanc,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_fare,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff
1950.0,0.41801613569259644,0.06458757817745209,-0.012797720730304718,0.03593817353248596,0.28568175435066223,-0.05139199644327164,-0.03523983061313629,-0.0075647346675395966,0.44028034806251526,-0.08147438615560532,0.00369233638048172,-0.3414526581764221,0.3163275122642517,-0.05185575783252716,-0.018900476396083832,-0.130568727850914,0.48461443185806274,-0.03669877350330353,0.0959281176328659,0.06787215918302536,-0.012797720730304718,-0.03523983061313629,0.00369233638048172,-0.018900476396083832,0.0959281176328659,0.3889840364456177,0.0065364852547645565,0.3824475511908531,0.03593817353248596,-0.0075647346675395966,-0.3414526581764221,-0.130568727850914,0.06787215918302536,-0.03136666715145111,-0.07515515759587288,0.04378849044442177
1951.0,0.4167156219482422,0.0073328688740730286,-0.10227673500776291,0.05643227696418762,0.3246811628341675,-0.013507064431905746,0.04052484780550003,0.008104061707854271,0.3788624405860901,0.02550835907459259,-0.07919469475746155,-0.2618681788444519,0.33126938343048096,-0.06623342633247375,0.023507744073867798,-0.12507972121238708,0.4710724353790283,-0.019375156611204147,0.08117004483938217,0.033154360949993134,-0.10227673500776291,0.04052484780550003,-0.07919469475746155,0.023507744073867798,0.08117004483938217,0.3845202088356018,-0.007253758609294891,0.3917739674448967,0.05643227696418762,0.008104061707854271,-0.2618681788444519,-0.12507972121238708,0.033154360949993134,-0.013254883885383605,-0.05785144008696079,0.04459655620157718
1952.0,0.4005553126335144,-0.03648550063371658,-0.0018011778593063354,-0.01651933044195175,0.3250443935394287,-0.0749284103512764,0.007857322692871094,-0.05825413018465042,0.3924305737018585,-0.13961291313171387,0.0684337317943573,-0.289379358291626,0.2918647527694702,-0.0935085266828537,0.010883986949920654,-0.09923410415649414,0.511749267578125,-0.10713860392570496,0.09853427112102509,0.05286012589931488,-0.0018011778593063354,0.007857322692871094,0.0684337317943573,0.010883986949920654,0.09853427112102509,0.38432886004447936,0.03678162693977356,0.3475472331047058,-0.01651933044195175,-0.05825413018465042,-0.289379358291626,-0.09923410415649414,0.05286012589931488,-0.0903347909450531,-0.08210535943508149,-0.008229431509971616
1953.0,0.3969677984714508,0.017750518396496773,0.022248966619372368,0.021369129419326782,0.2771158814430237,-0.0745881199836731,0.030321042984724045,-0.053676072508096695,0.40470483899116516,-0.0264677032828331,-0.021420946344733238,-0.28046557307243347,0.24886557459831238,-0.15965360403060913,0.022213896736502647,-0.051424212753772736,0.46036043763160706,-0.015271641314029694,0.1489284634590149,-0.10181432962417603,0.022248966619372368,0.030321042984724045,-0.021420946344733238,0.022213896736502647,0.1489284634590149,0.3576029062271118,0.04045828469097614,0.3171446215361357,0.021369129419326782,-0.053676072508096695,-0.28046557307243347,-0.051424212753772736,-0.10181432962417603,-0.05164611004292965,-0.09320221170783043,0.04155610166490078
1954.0,0.3569616675376892,-0.026483677327632904,-0.008285626769065857,-0.051193200051784515,0.22038552165031433,-0.09691780060529709,0.04385557770729065,-0.031152047216892242,0.3863031268119812,-0.07609255611896515,0.1390056312084198,-0.22656376659870148,0.25255703926086426,-0.08347462862730026,-0.004833687096834183,-0.1507570743560791,0.43222737312316895,-0.03511449322104454,0.10837564617395401,-0.12262916564941406,-0.008285626769065857,0.04385557770729065,0.1390056312084198,-0.004833687096834183,0.10837564617395401,0.32968694567680357,0.05562350824475289,0.2740634374320507,-0.051193200051784515,-0.031152047216892242,-0.22656376659870148,-0.1507570743560791,-0.12262916564941406,-0.06361663118004798,-0.11645905077457427,0.05284241959452629
1955.0,0.3675060272216797,-0.04816582798957825,-0.10890568792819977,-0.05514908209443092,0.28201764822006226,-0.1215084120631218,0.09395160526037216,-0.018137168139219284,0.44882410764694214,-0.17995470762252808,-0.021145358681678772,-0.23818445205688477,0.30052611231803894,0.002427268773317337,0.0410182848572731,-0.29521238803863525,0.5294209718704224,-0.06919855624437332,0.06777863204479218,-0.11062146723270416,-0.10890568792819977,0.09395160526037216,-0.021145358681678772,0.0410182848572731,0.06777863204479218,0.3856589734554291,0.01453949511051178,0.3711194783449173,-0.05514908209443092,-0.018137168139219284,-0.23818445205688477,-0.29521238803863525,-0.11062146723270416,-0.08328004702925682,-0.1434609115123749,0.060180864483118074
1956.0,0.4443041980266571,-0.01351775974035263,0.03844890743494034,-0.031009070575237274,0.2591365575790405,-0.048955999314785004,0.12755122780799866,-0.05529588460922241,0.46454137563705444,-0.13197766244411469,0.06270067393779755,-0.23088891804218292,0.26519691944122314,-0.10714711248874664,0.06172679364681244,-0.12794137001037598,0.442069411277771,-0.10176306962966919,0.13695888221263885,-0.0037000812590122223,0.03844890743494034,0.12755122780799866,0.06270067393779755,0.06172679364681244,0.13695888221263885,0.37504969239234925,0.08547729700803756,0.2895723953843117,-0.031009070575237274,-0.05529588460922241,-0.23088891804218292,-0.12794137001037598,-0.0037000812590122223,-0.08067232072353363,-0.08976706489920616,0.009094744175672534
1957.0,0.43243348598480225,-0.025354698300361633,0.04412037134170532,-0.08443847298622131,0.28956425189971924,-0.011341935023665428,0.04110126942396164,-0.009144876152276993,0.417433500289917,-0.10569322109222412,-0.04132292419672012,-0.3275555968284607,0.2291586846113205,-0.11196373403072357,0.075731560587883,-0.18692351877689362,0.37812066078186035,-0.08701223134994507,0.043350670486688614,-0.00286218523979187,0.04412037134170532,0.04110126942396164,-0.04132292419672012,0.075731560587883,0.043350670486688614,0.3493421167135239,0.03259618952870369,0.3167459271848202,-0.08443847298622131,-0.009144876152276993,-0.3275555968284607,-0.18692351877689362,-0.00286218523979187,-0.06827316395938396,-0.12218492999672889,0.05391176603734493
1958.0,0.2677037715911865,-0.03370232135057449,-0.03187180310487747,-0.11750823259353638,0.22481589019298553,-0.06232720613479614,0.11741901189088821,-0.03964968025684357,0.28804436326026917,-0.23855581879615784,0.03909490630030632,-0.31576040387153625,0.22009482979774475,-0.11204861104488373,-0.10653392970561981,-0.16615736484527588,0.4321720600128174,-0.11912842094898224,-0.026561979204416275,-0.036863841116428375,-0.03187180310487747,0.11741901189088821,0.03909490630030632,-0.10653392970561981,-0.026561979204416275,0.28656618297100067,-0.0016907587647438048,0.28825694173574445,-0.11750823259353638,-0.03964968025684357,-0.31576040387153625,-0.16615736484527588,-0.036863841116428375,-0.11315247565507888,-0.13518790453672408,0.022035428881645197
1959.0,0.2919740676879883,-0.06898195296525955,-0.053280699998140335,-0.16875658929347992,0.19480983912944794,-0.07165103405714035,0.0635305866599083,-0.08233992755413055,0.26553839445114136,-0.20883648097515106,0.09808649867773056,-0.1962321698665619,0.26881706714630127,-0.15255209803581238,-0.09696805477142334,-0.1439129114151001,0.30401018261909485,-0.15279783308506012,-0.02669396623969078,-0.05086539685726166,-0.053280699998140335,0.0635305866599083,0.09808649867773056,-0.09696805477142334,-0.02669396623969078,0.2650299102067947,-0.0030651271343231203,0.26809503734111784,-0.16875658929347992,-0.08233992755413055,-0.1962321698665619,-0.1439129114151001,-0.05086539685726166,-0.13096387982368468,-0.1284213989973068,-0.0025424808263778687
