GDP per capita,year,coll,indi,loose,tight
9680.839,1935,0.0001104033354327,0.0001017750314369,8.367156362004295e-06,1.0844879694411296e-05
10568.013,1936,0.0001109284611321,0.000102291713834,8.507904715734134e-06,1.0916171292103225e-05
11295.099,1937,0.0001090636285912,0.0001032147055996,8.61506198913953e-06,1.09134923688105e-05
10526.134,1938,0.0001090984834247,0.0001034418872092,8.759810053665662e-06,1.0956880836587856e-05
11171.448,1939,0.0001063906434036,0.0001039866593016,8.887929691813893e-06,1.0891855024602087e-05
12005.095,1940,0.0001059218694682,0.0001046583661263,9.061339171947166e-06,1.0868640064336835e-05
13553.401,1941,0.0001040607161095,0.0001054623593453,9.229317665201768e-06,1.0838508959665203e-05
14869.861,1942,0.0001043354996974,0.0001066746474082,9.433643975290712e-06,1.0810076668172592e-05
16050.218,1943,0.0001016141231795,0.0001077773366172,9.539294546739258e-06,1.0692049089046555e-05
16999.328,1944,0.0001016873655024,0.0001093523312647,9.73070328689346e-06,1.0630236415565267e-05
16477.553,1945,0.0001005766453171,0.000111103089856,9.849151122863896e-06,1.055096415645908e-05
14822.467,1946,0.0001015898925759,0.0001113969910875,9.963819269025175e-06,1.0605325979540229e-05
14311.547,1947,0.0001005125954277,0.0001119926880294,1.0032526277702862e-05,1.0491236615907592e-05
14734.232,1948,0.0001003949688619,0.0001129165716845,1.0096887609779243e-05,1.0416845694395858e-05
14196.672,1949,9.910236911179838e-05,0.000113447399339,1.0166911263675974e-05,1.034265835454359e-05
15240.0,1950,9.939277288140146e-05,0.0001142160105506,1.0316750647118172e-05,1.0259286173968414e-05
16125.0,1951,9.829157608010064e-05,0.0001145504551719,1.035189726590018e-05,1.0199626718941446e-05
16444.0,1952,9.785959787222966e-05,0.0001151788428614,1.0452869503712364e-05,1.007192619845958e-05
16917.0,1953,9.581100511013574e-05,0.0001168211099086,1.0540553031371647e-05,9.85661088017358e-06
16512.0,1954,9.603495456238826e-05,0.0001178112287496,1.0612618524052142e-05,9.844590700985072e-06
17370.0,1955,9.481195491746673e-05,0.0001180064789098,1.0752199076186076e-05,9.754920549706216e-06
17397.0,1956,9.399581010224468e-05,0.0001185528977397,1.0887997253958677e-05,9.707167398330188e-06
17406.0,1957,9.208284831174753e-05,0.0001184577728443,1.102649698172769e-05,9.679263257262555e-06
16946.0,1958,9.09031483696968e-05,0.0001184051097555,1.1265658653784674e-05,9.596602110560428e-06
17900.0,1959,8.896555084447753e-05,0.0001177116658774,1.1424061036124132e-05,9.532920041164874e-06
18057.0,1960,8.81553020073105e-05,0.0001171281102025,1.1589230475092136e-05,9.5512612883145e-06
18175.0,1961,8.603396370939922e-05,0.0001168004025657,1.178456305495544e-05,9.450182063375222e-06
18976.0,1962,8.579425182883175e-05,0.0001167437161971,1.1938582726046216e-05,9.461533064479356e-06
19514.0,1963,8.480564685799306e-05,0.0001169553100096,1.2100899070779542e-05,9.414444087545754e-06
20360.0,1964,8.53358444926146e-05,0.0001178584788509,1.2296559454734655e-05,9.44761262157304e-06
21390.0,1965,8.498849171343992e-05,0.0001188681714795,1.24333379478671e-05,9.485454959141344e-06
22529.0,1966,8.529866785725712e-05,0.0001202764133592,1.2615876132767076e-05,9.529019477838575e-06
22842.0,1967,8.501925287873747e-05,0.0001217296524243,1.2802894887859696e-05,9.579365318757029e-06
23691.0,1968,8.562764736552708e-05,0.000123023394378,1.2995230320017592e-05,9.726758960328291e-06
24195.0,1969,8.455759075332026e-05,0.0001247028886025,1.3170035961963218e-05,9.828415154191005e-06
23958.0,1970,8.442318235373543e-05,0.0001258190023431,1.335161732436339e-05,9.997775982079865e-06
24394.0,1971,8.286411455823586e-05,0.0001267891061291,1.3511535787590662e-05,1.009776367583624e-05
25414.0,1972,8.193500882823302e-05,0.000127425514425,1.368067651769429e-05,1.0235611120533252e-05
26602.0,1973,8.076980821312774e-05,0.0001279663899172,1.3823712629358018e-05,1.038757211456901e-05
26286.0,1974,7.979117732150242e-05,0.0001281103076118,1.400005698699818e-05,1.0479197978189145e-05
25956.0,1975,7.815466822031728e-05,0.0001286816852176,1.416000673123022e-05,1.0517864484630276e-05
27058.0,1976,7.731436854133529e-05,0.0001283841891433,1.4347501620332836e-05,1.05368385831639e-05
28001.0,1977,7.549732055979672e-05,0.0001283884498661,1.4545423336235052e-05,1.0466034147782464e-05
29286.0,1978,7.444612300235218e-05,0.0001281392770969,1.469281745577002e-05,1.0416247717362888e-05
29949.0,1979,7.285708596376545e-05,0.000127812463266,1.4840704744177394e-05,1.0359497361735391e-05
29611.0,1980,7.141976629603569e-05,0.0001272465260301,1.5048888345417906e-05,1.027453948105566e-05
30056.0,1981,6.96402565227215e-05,0.0001269222926306,1.5198186822331018e-05,1.015719418770037e-05
29210.0,1982,6.844663937093693e-05,0.0001259088905304,1.532180532817229e-05,1.0099207710011018e-05
30158.0,1983,6.68140124722478e-05,0.0001258581444614,1.5525082236966807e-05,1.0024479463563044e-05
32076.0,1984,6.622082158612232e-05,0.0001257972957254,1.5647033156152013e-05,1.00195230635742e-05
33023.0,1985,6.543313391002163e-05,0.0001260092947502,1.5858383640313503e-05,9.999009421944396e-06
33850.0,1986,6.489507537058412e-05,0.0001262989426972,1.601408083596719e-05,9.909627742794264e-06
34730.0,1987,6.444649870575501e-05,0.0001269490823818,1.6237788703286702e-05,9.861955827464696e-06
35863.0,1988,6.445534956713216e-05,0.0001277606318451,1.6473313227414823e-05,9.886574259253068e-06
36756.0,1989,6.399010586782034e-05,0.0001292944875136,1.676021840149668e-05,9.852144423762508e-06
36982.0,1990,6.400733937133347e-05,0.0001304598520489,1.696145316085751e-05,9.81601012698872e-06
36463.957,1991,6.348916524854887e-05,0.0001317216395234,1.722869263295187e-05,9.770048522536203e-06
37240.3,1992,6.363192307747211e-05,0.0001328303116809,1.7450623406799003e-05,9.80062105376029e-06
37761.535,1993,6.367239693970208e-05,0.0001347235560647,1.7793084805704594e-05,9.869921516423932e-06
38807.28,1994,6.412081648120096e-05,0.0001371699281012,1.809143200621755e-05,9.94008130683304e-06
39390.625,1995,6.424451091951205e-05,0.0001392344738633,1.8365134311440887e-05,1.0035411717979055e-05
40412.75,1996,6.488831852331195e-05,0.0001415286539798,1.865691987137692e-05,1.0123713407088935e-05
41722.67,1997,6.538003663081328e-05,0.0001443454753565,1.8869604425576973e-05,1.0194203902155356e-05
43072.758,1998,6.62621661311797e-05,0.0001470881303638,1.903830859706674e-05,1.0254621944787757e-05
44575.848,1999,6.630925727384758e-05,0.0001500588338266,1.9283037593258765e-05,1.0225537242547488e-05
45886.47,2000,6.685782883713338e-05,0.0001530684315704,1.943645467650563e-05,1.0207682653426025e-05
45878.008,2001,6.709515536483326e-05,0.0001555056765027,1.951364467421358e-05,1.0158401228060098e-05
46266.297,2002,6.761684405124209e-05,0.0001584330322137,1.951361325955224e-05,1.0037469880330716e-05
47157.996,2003,6.786297943303258e-05,0.0001606286815721,1.950581295489608e-05,9.935032923432835e-06
48492.72,2004,6.791346402224006e-05,0.0001627401840258,1.956454350859893e-05,9.848364160396678e-06
49654.76,2005,6.825180296183525e-05,0.0001652739711711,1.9678264238473127e-05,9.820771196546372e-06
50489.86,2006,6.914717949614766e-05,0.0001689970002059,1.962606305681648e-05,9.697001936867117e-06
50901.746,2007,6.936431030421122e-05,0.0001733153665424,1.9908494600352963e-05,9.55447313007848e-06
50275.746,2008,6.920238871543917e-05,0.000177982191287,2.0014730082484887e-05,9.280716725815608e-06
48452.934,2009,6.837049742866188e-05,0.0001805216004738,2.0091277423071672e-05,8.949711589220245e-06
49266.914,2010,6.745647468570887e-05,0.0001836039391491,2.0151776122080884e-05,8.590211699401249e-06
49675.0,2011,6.7318370115897e-05,0.0001875948305496,2.0179989552003365e-05,8.267878252407205e-06
50394.0,2012,6.648874436418087e-05,0.0001908642098637,2.020771778113201e-05,7.856445135904063e-06
50863.0,2013,6.5200942539637e-05,0.0001925104135937,2.034954395557469e-05,7.573851688594655e-06
51664.0,2014,6.43065972911115e-05,0.0001928716956821,2.009215233764421e-05,7.255257444021319e-06
52591.0,2015,6.40422357735458e-05,0.0001918935088594,2.0012573160041063e-05,7.125520760402942e-06
53015.0,2016,6.421202665153811e-05,0.0001932828460147,2.0068125528111785e-05,7.035082250642487e-06
54007.77,2017,6.442152222992566e-05,0.0001943126881845,2.0090090278427707e-05,6.995597881598314e-06
55334.74,2018,6.413177213744349e-05,0.0001937812823598,2.015211942572925e-05,6.955429965955772e-06
