year,effort_care_vir,efficiency_care_vir,effort_care_vic,efficiency_care_vic,effort_fare_vir,efficiency_fare_vir,effort_fare_vic,efficiency_fare_vic,effort_loya_vir,efficiency_loya_vir,effort_loya_vic,efficiency_loya_vic,effort_auth_vir,efficiency_auth_vir,effort_auth_vic,efficiency_auth_vic,effort_sanc_vir,efficiency_sanc_vir,effort_sanc_vic,efficiency_sanc_vic,effort_care,effort_fare,effort_loya,effort_auth,effort_sanc,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_fare,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff,inefficient_effort
1950.0,0.24780374765396118,0.019503064453601837,0.16135507822036743,0.049756839871406555,0.15725582838058472,-0.07095640152692795,0.08980690687894821,0.014340932480990887,0.2411779910326004,-0.0964227244257927,0.12515485286712646,-0.2034505009651184,0.21229439973831177,-0.03657572343945503,0.11162304878234863,-0.06210176646709442,0.3683636486530304,0.0027471594512462616,0.15308640897274017,0.05314003303647041,0.16135507822036743,0.08980690687894821,0.12515485286712646,0.11162304878234863,0.15308640897274017,0.24537912309169768,0.1282052591443062,0.11717386394739149,0.049756839871406555,0.014340932480990887,-0.2034505009651184,-0.06210176646709442,0.05314003303647041,-0.03634092509746552,-0.029662892408668994,-0.006678032688796524,0.2817200481891632
1951.0,0.262266606092453,0.01309382077306509,0.10576537251472473,0.08902263641357422,0.220282644033432,-0.013461355119943619,0.1238061711192131,0.04222264885902405,0.19618892669677734,-0.031282585114240646,0.027186214923858643,-0.16220618784427643,0.2929731607437134,-0.012107938528060913,0.12087294459342957,-0.04048452153801918,0.3456268608570099,0.02368883043527603,0.1398574411869049,0.03344177082180977,0.10576537251472473,0.1238061711192131,0.027186214923858643,0.12087294459342957,0.1398574411869049,0.2634676396846771,0.10349762886762619,0.15997001081705092,0.08902263641357422,0.04222264885902405,-0.16220618784427643,-0.04048452153801918,0.03344177082180977,-0.004013845510780811,-0.007600730657577515,0.003586885146796704,0.26748148519545795
1952.0,0.19914597272872925,-0.01695137470960617,0.13114748895168304,-0.0172025877982378,0.1832531988620758,-0.04195369407534599,0.10776671767234802,-0.04585643485188484,0.21339945495128632,-0.11338450759649277,0.06324975192546844,-0.20525063574314117,0.1786121428012848,-0.03731716051697731,0.14646732807159424,-0.030236685648560524,0.30652984976768494,-0.05106450617313385,0.0694761574268341,0.03188880532979965,0.13114748895168304,0.10776671767234802,0.06324975192546844,0.14646732807159424,0.0694761574268341,0.21618812382221222,0.10362148880958558,0.11256663501262665,-0.0172025877982378,-0.04585643485188484,-0.20525063574314117,-0.030236685648560524,0.03188880532979965,-0.05213424861431122,-0.053331507742404936,0.0011972591280937153,0.26832237243652346
1953.0,0.23012880980968475,0.00507604843005538,0.1184304729104042,0.04140979424118996,0.17590755224227905,-0.08235234022140503,0.09147527813911438,-0.02754102647304535,0.25395509600639343,-0.05230302736163139,0.10672461241483688,-0.1623893529176712,0.19531749188899994,-0.1050296425819397,0.13470810651779175,-0.021871162578463554,0.3355630040168762,0.011237841099500656,0.17560969293117523,-0.07252907007932663,0.1184304729104042,0.09147527813911438,0.10672461241483688,0.13470810651779175,0.17560969293117523,0.2381743907928467,0.1253896325826645,0.11278475821018219,0.04140979424118996,-0.02754102647304535,-0.1623893529176712,-0.021871162578463554,-0.07252907007932663,-0.044674224127084015,-0.048584163561463355,0.003909939434379339,0.2828486149199307
1954.0,0.20636315643787384,-0.02220967598259449,0.14765791594982147,0.014688820578157902,0.13496030867099762,-0.08677751570940018,0.07938110083341599,0.006064921617507935,0.22564919292926788,-0.08277156949043274,0.1437334269285202,-0.13339631259441376,0.21935193240642548,-0.04410126432776451,0.06392118334770203,-0.06493449956178665,0.2741382420063019,-0.016622444614768028,0.13441810011863708,-0.0529569573700428,0.14765791594982147,0.07938110083341599,0.1437334269285202,0.06392118334770203,0.13441810011863708,0.21209256649017333,0.11382234543561935,0.09827022105455398,0.014688820578157902,0.006064921617507935,-0.13339631259441376,-0.06493449956178665,-0.0529569573700428,-0.05049649402499199,-0.04610680546611547,-0.004389688558876517,0.26258906051516534
1955.0,0.21599049866199493,-0.02388269454240799,0.043608274310827255,-0.05368820205330849,0.16881179809570312,-0.10287841409444809,0.09858674556016922,-0.02999832294881344,0.2623920142650604,-0.14891546964645386,0.03515957295894623,-0.1699177771806717,0.192496195435524,-0.0016443064669147134,0.05612560361623764,-0.21424393355846405,0.319766640663147,-0.01722339354455471,0.07010561972856522,-0.05968111753463745,0.043608274310827255,0.09858674556016922,0.03515957295894623,0.05612560361623764,0.07010561972856522,0.2318914294242859,0.06071716323494911,0.1711742661893368,-0.05368820205330849,-0.02999832294881344,-0.1699177771806717,-0.21424393355846405,-0.05968111753463745,-0.05890885565895587,-0.10550587065517902,0.04659701499622315,0.29080028508324174
1956.0,0.25418540835380554,0.016931312158703804,0.1333240419626236,-0.01030554436147213,0.1540689915418625,-0.01833551935851574,0.10556259751319885,-0.03579084575176239,0.2735220193862915,-0.07657166570425034,0.11229677498340607,-0.14055004715919495,0.2004660665988922,-0.05102585628628731,0.1380724161863327,-0.07721903175115585,0.29690220952033997,-0.03432789072394371,0.12180474400520325,0.014859464950859547,0.1333240419626236,0.10556259751319885,0.11229677498340607,0.1380724161863327,0.12180474400520325,0.23582893908023833,0.1222121149301529,0.11361682415008544,-0.01030554436147213,-0.03579084575176239,-0.14055004715919495,-0.07721903175115585,0.014859464950859547,-0.032665923982858655,-0.04980120081454516,0.017135276831686502,0.268494863063097
1957.0,0.2290213704109192,-0.019922837615013123,0.12047535181045532,-0.05186482146382332,0.1285899132490158,-0.0135044502094388,0.044246215373277664,-0.011216645129024982,0.20053094625473022,-0.08615317195653915,0.0473189651966095,-0.23946575820446014,0.15601511299610138,-0.08549156039953232,0.08828318119049072,-0.13529928028583527,0.24359911680221558,-0.04214218258857727,0.057810913771390915,0.00614069914445281,0.12047535181045532,0.044246215373277664,0.0473189651966095,0.08828318119049072,0.057810913771390915,0.19155129194259643,0.07162692546844482,0.11992436647415161,-0.05186482146382332,-0.011216645129024982,-0.23946575820446014,-0.13529928028583527,0.00614069914445281,-0.04944284055382013,-0.08634116118773819,0.036898320633918055,0.24099413249641655
1958.0,0.21113424003124237,0.0004272572696208954,0.11713661998510361,-0.06998894363641739,0.13357190787792206,-0.027220891788601875,0.12232015281915665,-0.0015444153686985373,0.19452714920043945,-0.16395244002342224,0.13240349292755127,-0.23715978860855103,0.18003152310848236,-0.0634196326136589,0.05296821519732475,-0.10537514090538025,0.2909105718135834,-0.04272023215889931,0.08347135037183762,-0.010592798702418804,0.11713661998510361,0.12232015281915665,0.13240349292755127,0.05296821519732475,0.08347135037183762,0.20203507840633392,0.10165996626019477,0.10037511214613914,-0.06998894363641739,-0.0015444153686985373,-0.23715978860855103,-0.10537514090538025,-0.010592798702418804,-0.05937718786299229,-0.0849322174442932,0.025555029581300917,0.26141226626932623
1959.0,0.2045070081949234,-0.03870537504553795,0.09762647747993469,-0.13288737833499908,0.13707295060157776,-0.05786395072937012,0.09884396195411682,-0.0818636417388916,0.21329475939273834,-0.13962385058403015,0.1406555026769638,-0.13211698830127716,0.22272635996341705,-0.08924294263124466,0.06847786903381348,-0.09009412676095963,0.24984556436538696,-0.075602687895298,0.0753524973988533,-0.023647189140319824,0.09762647747993469,0.09884396195411682,0.1406555026769638,0.06847786903381348,0.0753524973988533,0.2054893285036087,0.09619126170873642,0.10929806679487229,-0.13288737833499908,-0.0818636417388916,-0.13211698830127716,-0.09009412676095963,-0.023647189140319824,-0.08020776137709618,-0.09212186485528946,0.011914103478193286,0.28569708988070486
