year,coll,indi,loose,tight,Year,indi_%,coll_%,tight_%,loose_%,indi_ngram,indi_coha,coll_ngram,coll_coha,loose_ngram,loose_coha,tight_ngram,tight_coha
1885,0.0001386034770121,7.609389313094945e-05,7.837244139530242e-06,1.2220781048861388e-05,1885.0,0.4147686595715821,0.2459780699966972,0.0552903228553406,0.0448891730112667,0.7609389313094945,4.147686595715821,1.3860347701209998,2.459780699966972,0.07837244139530242,0.44889173011266703,0.12220781048861389,0.552903228553406
1886,0.0001384725639874,7.650296798443281e-05,7.800185681230975e-06,1.2247496239581324e-05,1886.0,0.3377344233853376,0.2432582778493608,0.0515601784572015,0.0382379232739798,0.7650296798443281,3.377344233853376,1.384725639874,2.432582778493608,0.07800185681230976,0.38237923273979796,0.12247496239581324,0.515601784572015
1887,0.0001377528291186,7.68673433110426e-05,7.793421460079918e-06,1.2320509433497555e-05,1887.0,0.2958650534238898,0.2564367035257379,0.0674753204442599,0.0504540611454443,0.7686734331104259,2.958650534238898,1.3775282911859998,2.564367035257379,0.07793421460079918,0.504540611454443,0.12320509433497555,0.674753204442599
1888,0.0001366624881191,7.72112330551522e-05,7.734553920665406e-06,1.2246279671757066e-05,1888.0,0.342412258965706,0.2389131810177521,0.0598968605279689,0.0428717679013511,0.7721123305515221,3.4241225896570597,1.366624881191,2.389131810177521,0.07734553920665406,0.42871767901351104,0.12246279671757065,0.598968605279689
1889,0.0001346398072753,7.804629759330542e-05,7.734899833425543e-06,1.2172849726052196e-05,1889.0,0.3113173203548558,0.2246312543825572,0.0548262491662452,0.0483272374558079,0.7804629759330541,3.113173203548558,1.346398072753,2.246312543825572,0.07734899833425543,0.48327237455807903,0.12172849726052196,0.548262491662452
1890,0.0001334359976518,7.841478954061034e-05,7.723040243595517e-06,1.2006174819134686e-05,1890.0,0.3129362682174366,0.2466112037366866,0.0654116896520955,0.0407505692784268,0.7841478954061034,3.129362682174366,1.334359976518,2.466112037366866,0.07723040243595516,0.407505692784268,0.12006174819134686,0.654116896520955
1891,0.0001319110040835,7.908812304638754e-05,7.772111031712929e-06,1.1942123513059804e-05,1891.0,0.2797405074792816,0.2517825863012637,0.06059341763005,0.0547330072292732,0.7908812304638755,2.797405074792816,1.319110040835,2.517825863012637,0.07772111031712929,0.547330072292732,0.11942123513059805,0.6059341763005001
1892,0.0001321553164318,7.926642501031113e-05,7.70372278810117e-06,1.19081230408824e-05,1892.0,0.2869860975941828,0.2437459344161443,0.0591243047536445,0.04292500163884,0.7926642501031114,2.869860975941828,1.3215531643179999,2.437459344161443,0.0770372278810117,0.4292500163884,0.119081230408824,0.591243047536445
1893,0.0001308975838095,8.013387188197741e-05,7.659895595185848e-06,1.1870204721832677e-05,1893.0,0.3124975235297691,0.240118553582891,0.053161560955508,0.0381046219519604,0.8013387188197741,3.124975235297691,1.308975838095,2.40118553582891,0.07659895595185848,0.381046219519604,0.11870204721832676,0.53161560955508
1894,0.0001316959175678,8.025697313079102e-05,7.640782587158401e-06,1.192378524501286e-05,1894.0,0.3408752597392387,0.2310709244713542,0.0456461439912684,0.038089171263825,0.8025697313079102,3.408752597392387,1.3169591756780001,2.310709244713542,0.07640782587158401,0.38089171263825,0.1192378524501286,0.456461439912684
1895,0.0001306380838091,8.061175244579642e-05,7.644735313114466e-06,1.196886587797914e-05,1895.0,0.3147105004237798,0.217457002819897,0.0505960563858206,0.0375683292924656,0.8061175244579641,3.147105004237798,1.3063808380909998,2.17457002819897,0.07644735313114466,0.37568329292465596,0.11968865877979139,0.505960563858206
1896,0.0001309025106073,8.12877748574335e-05,7.63816715670216e-06,1.1934442089714788e-05,1896.0,0.3558645891951126,0.2432045127821912,0.054526413794727,0.0394898818569053,0.812877748574335,3.558645891951126,1.309025106073,2.432045127821912,0.0763816715670216,0.394898818569053,0.11934442089714788,0.54526413794727
1897,0.0001292912662133,8.234797091485495e-05,7.628647189942412e-06,1.1906277354662672e-05,1897.0,0.3039624586438694,0.2320888524853047,0.0610229481813865,0.0519007135988031,0.8234797091485495,3.039624586438694,1.292912662133,2.320888524853047,0.07628647189942413,0.5190071359880309,0.11906277354662671,0.6102294818138649
1898,0.0001294229564661,8.245628578151809e-05,7.577902362412351e-06,1.1948298964016756e-05,1898.0,0.3197069869944439,0.2446265038790607,0.0579209031209937,0.0387115439463871,0.8245628578151809,3.197069869944439,1.294229564661,2.446265038790607,0.0757790236241235,0.387115439463871,0.11948298964016756,0.5792090312099369
1899,0.0001270740948647,8.316954982693199e-05,7.595382481677901e-06,1.1862044149881151e-05,1899.0,0.3358823868009201,0.2241703140089924,0.0513790258451423,0.0473816949961945,0.8316954982693199,3.3588238680092006,1.270740948647,2.241703140089924,0.07595382481677901,0.47381694996194496,0.11862044149881151,0.513790258451423
1900,0.000126787794524,8.303990693596981e-05,7.563249582577833e-06,1.184646596900255e-05,1900.0,0.2917204936284024,0.2384480307446622,0.0539216322715086,0.0449955531896937,0.8303990693596981,2.917204936284024,1.2678779452400002,2.384480307446622,0.07563249582577833,0.449955531896937,0.1184646596900255,0.539216322715086
1901,0.0001248001025097,8.381583651839719e-05,7.533191356766686e-06,1.1736664983784194e-05,1901.0,0.2568265978235656,0.2173597424725108,0.0543190757580056,0.0415528413632669,0.8381583651839719,2.568265978235656,1.248001025097,2.173597424725108,0.07533191356766686,0.415528413632669,0.11736664983784194,0.543190757580056
1902,0.0001248371751216,8.413386466697504e-05,7.525167871117199e-06,1.1776175316364454e-05,1902.0,0.3381056353304423,0.2376521247285931,0.0441954900327006,0.0363903232149988,0.8413386466697504,3.381056353304423,1.2483717512160002,2.3765212472859307,0.075251678711172,0.363903232149988,0.11776175316364454,0.441954900327006
1903,0.0001244480120184,8.385229488843443e-05,7.50310325632519e-06,1.1926562210565602e-05,1903.0,0.2469954170259186,0.2312346835028385,0.0551625673307807,0.0472822005692406,0.8385229488843443,2.469954170259186,1.2444801201840001,2.312346835028385,0.0750310325632519,0.472822005692406,0.11926562210565603,0.551625673307807
1904,0.0001249073338353,8.359890077664595e-05,7.468682092711339e-06,1.202302606106035e-05,1904.0,0.3305178562348411,0.2373357136336931,0.0569752745687492,0.0430071427389913,0.8359890077664595,3.305178562348411,1.2490733383530002,2.373357136336931,0.07468682092711339,0.430071427389913,0.1202302606106035,0.569752745687492
1905,0.0001231673017108,8.42354511486779e-05,7.438817182865015e-06,1.200210347209106e-05,1905.0,0.3501421635401213,0.2153544517194067,0.0425775239023706,0.0397653351857598,0.842354511486779,3.501421635401213,1.231673017108,2.1535445171940673,0.07438817182865015,0.39765335185759804,0.1200210347209106,0.425775239023706
1906,0.0001236245340773,8.498756499518225e-05,7.445731001141832e-06,1.2122181148908694e-05,1906.0,0.293306092083567,0.2232413015839528,0.0543529555460556,0.0428605533008733,0.8498756499518225,2.93306092083567,1.236245340773,2.232413015839528,0.07445731001141832,0.428605533008733,0.12122181148908694,0.5435295554605559
1907,0.0001224697828417,8.557894817938306e-05,7.443811300427367e-06,1.2183646939537394e-05,1907.0,0.3968566082402852,0.2227038490332992,0.05083299104815,0.0415597328913242,0.8557894817938306,3.9685660824028517,1.2246978284169998,2.2270384903329923,0.07443811300427366,0.41559732891324197,0.12183646939537394,0.5083299104815
1908,0.0001224611042159,8.590245976490352e-05,7.44052417054737e-06,1.222951853482154e-05,1908.0,0.3799443922822125,0.2133031120770596,0.0522316973085046,0.0403531067345356,0.8590245976490353,3.799443922822125,1.224611042159,2.133031120770596,0.0744052417054737,0.403531067345356,0.1222951853482154,0.522316973085046
1909,0.0001222614817087,8.725791947686698e-05,7.418293121305212e-06,1.2292068381317527e-05,1909.0,0.3875574050950023,0.2281601034265227,0.0453334752505834,0.039038060648856,0.8725791947686699,3.875574050950023,1.222614817087,2.2816010342652273,0.07418293121305213,0.39038060648856004,0.12292068381317527,0.453334752505834
1910,0.0001222068764751,8.83052128943161e-05,7.42433340607529e-06,1.2232449165188491e-05,1910.0,0.3694530655869114,0.2188457032454319,0.0536452017347337,0.0425461944792715,0.883052128943161,3.694530655869114,1.222068764751,2.188457032454319,0.0742433340607529,0.425461944792715,0.12232449165188491,0.536452017347337
1911,0.0001218480210322,8.930456747537261e-05,7.430527212110018e-06,1.2269159734503074e-05,1911.0,0.3920267901507204,0.2328696930381494,0.047488337105946,0.0407166123778501,0.8930456747537261,3.920267901507204,1.218480210322,2.328696930381494,0.07430527212110018,0.407166123778501,0.12269159734503074,0.47488337105946
1912,0.0001226520046364,8.978825397727113e-05,7.46182571823533e-06,1.2346428744842389e-05,1912.0,0.4202338069079764,0.205968672742021,0.0485162635443114,0.0393631022994274,0.8978825397727113,4.202338069079764,1.226520046364,2.05968672742021,0.0746182571823533,0.393631022994274,0.12346428744842389,0.485162635443114
1913,0.0001225739864919,9.084750372169636e-05,7.476575034750878e-06,1.232652454703498e-05,1913.0,0.420122490135988,0.239301921301078,0.0447099372080059,0.0441439886357526,0.9084750372169635,4.20122490135988,1.225739864919,2.39301921301078,0.07476575034750878,0.44143988635752596,0.12326524547034981,0.447099372080059
1914,0.0001232609692384,9.16079236747334e-05,7.57685134844136e-06,1.23388023703898e-05,1914.0,0.386535327781098,0.2127449167809647,0.0486716341544163,0.0431681278189346,0.9160792367473339,3.8653532778109803,1.232609692384,2.127449167809647,0.0757685134844136,0.431681278189346,0.123388023703898,0.486716341544163
1915,0.0001223481436422,9.289781230238858e-05,7.704732819438313e-06,1.231867239042117e-05,1915.0,0.3700920709254796,0.2315543763049616,0.0564855491569778,0.0530039191721411,0.9289781230238857,3.7009207092547958,1.2234814364220001,2.315543763049616,0.07704732819438313,0.530039191721411,0.1231867239042117,0.564855491569778
1916,0.0001220375118334,9.386895846676324e-05,7.841736845677034e-06,1.2155024136108391e-05,1916.0,0.3364692016172266,0.2181440062736643,0.0610132361131272,0.047249112705616,0.9386895846676323,3.364692016172266,1.220375118334,2.181440062736643,0.07841736845677034,0.47249112705616,0.12155024136108392,0.610132361131272
1917,0.0001205047613146,9.481324289189226e-05,7.915035167569653e-06,1.2018724355198989e-05,1917.0,0.4958649786107644,0.2145415640196874,0.0415060237835142,0.0386495091122818,0.9481324289189226,4.958649786107644,1.205047613146,2.145415640196874,0.07915035167569653,0.386495091122818,0.12018724355198988,0.415060237835142
1918,0.0001205139179936,9.52757387316134e-05,7.954723704924854e-06,1.1820241931711656e-05,1918.0,0.4432115804062016,0.2095404660168439,0.046172374945616,0.0422106267053525,0.9527573873161339,4.4321158040620166,1.205139179936,2.095404660168439,0.07954723704924854,0.422106267053525,0.11820241931711656,0.46172374945615996
1919,0.0001186054748408,9.627831032535791e-05,7.956154755426762e-06,1.1573032260768298e-05,1919.0,0.4335087254419502,0.2055242205145676,0.045122459022599,0.0406808746892783,0.9627831032535792,4.335087254419502,1.186054748408,2.055242205145676,0.07956154755426761,0.406808746892783,0.11573032260768298,0.45122459022599004
1920,0.0001181189412997,9.631883042564888e-05,7.953955530970645e-06,1.1371053520191154e-05,1920.0,0.4246516981682676,0.2028111846740549,0.0388825531618585,0.0362779802227866,0.9631883042564888,4.246516981682676,1.181189412997,2.028111846740549,0.07953955530970645,0.36277980222786604,0.11371053520191154,0.388825531618585
1921,0.0001174804778867,9.797640360277778e-05,7.925368179565306e-06,1.1172388963335118e-05,1921.0,0.4230259032716515,0.201295984804496,0.0353125425706951,0.0328005696381696,0.9797640360277778,4.230259032716515,1.174804778867,2.01295984804496,0.07925368179565306,0.328005696381696,0.11172388963335118,0.353125425706951
1922,0.0001176379572192,9.799392909469264e-05,7.814527882995684e-06,1.0958779099315816e-05,1922.0,0.4397410321316338,0.1955401877826918,0.0349835286776247,0.0321626210505957,0.9799392909469264,4.397410321316338,1.1763795721919998,1.955401877826918,0.07814527882995684,0.32162621050595697,0.10958779099315816,0.349835286776247
1923,0.0001173650090078,9.844183900245948e-05,7.754841263801572e-06,1.0809919278744118e-05,1923.0,0.3227620387466987,0.2401127691041498,0.0635816948508534,0.0536665559591718,0.9844183900245949,3.227620387466987,1.173650090078,2.401127691041498,0.07754841263801572,0.536665559591718,0.10809919278744118,0.635816948508534
1924,0.000117566786108,9.812012124906948e-05,7.715677186966031e-06,1.0680165496726852e-05,1924.0,0.3447247928117895,0.2275963405887451,0.0620569608172024,0.048735833102515,0.9812012124906948,3.4472479281178954,1.17566786108,2.2759634058874507,0.07715677186966031,0.48735833102515,0.10680165496726851,0.620569608172024
1925,0.0001160312735594,9.825106650396263e-05,7.680588111411939e-06,1.057107865689894e-05,1925.0,0.3071250371269021,0.2102340266409463,0.0614124486424269,0.0475977873936192,0.9825106650396264,3.071250371269021,1.160312735594,2.102340266409463,0.07680588111411939,0.475977873936192,0.10571078656898941,0.614124486424269
1926,0.0001167498003594,9.86625484041984e-05,7.710487246616922e-06,1.0413188472162866e-05,1926.0,0.2502256813135872,0.2163612852855783,0.0699734062019664,0.0610925415375606,0.9866254840419839,2.502256813135872,1.167498003594,2.163612852855783,0.07710487246616922,0.610925415375606,0.10413188472162865,0.699734062019664
1927,0.0001159818068653,9.941333032007344e-05,7.720882077206464e-06,1.0299587177544013e-05,1927.0,0.2989369329038244,0.2218102310070427,0.0646372044287433,0.060014468352911,0.9941333032007343,2.9893693290382437,1.159818068653,2.218102310070427,0.07720882077206463,0.60014468352911,0.10299587177544013,0.646372044287433
1928,0.0001155984372352,9.814333621501908e-05,7.673156895616048e-06,1.0203729051332692e-05,1928.0,0.2813435938335185,0.20588875785163,0.0591647364595618,0.0488137357214166,0.9814333621501908,2.813435938335185,1.155984372352,2.0588875785163,0.07673156895616047,0.48813735721416596,0.10203729051332691,0.591647364595618
1929,0.0001148436992366,9.885680326858296e-05,7.728258888038087e-06,1.0260972208391602e-05,1929.0,0.3191108472205056,0.2190900785768255,0.0551069839979511,0.0520490241922845,0.9885680326858296,3.191108472205056,1.148436992366,2.190900785768255,0.07728258888038086,0.520490241922845,0.10260972208391601,0.551069839979511
1930,0.0001142404566962,9.821121877199142e-05,7.757564684052593e-06,1.0307476190263289e-05,1930.0,0.4180516439612261,0.2089234837568771,0.0476384431490699,0.0365347458737228,0.9821121877199142,4.180516439612261,1.142404566962,2.089234837568771,0.07757564684052594,0.365347458737228,0.10307476190263289,0.476384431490699
1931,0.000113059578179,9.898228561918848e-05,7.825863594379536e-06,1.04074348864661e-05,1931.0,0.3833633309725083,0.2029307801768669,0.0473518690586805,0.0423973853321291,0.9898228561918848,3.8336333097250828,1.13059578179,2.029307801768669,0.07825863594379535,0.423973853321291,0.10407434886466099,0.473518690586805
1932,0.0001139861402634,9.98391295589889e-05,7.974571465671881e-06,1.0489340274842465e-05,1932.0,0.4053174064919154,0.202574297288754,0.0413589190297872,0.0351128781967173,0.9983912955898889,4.053174064919154,1.1398614026340002,2.02574297288754,0.07974571465671881,0.351128781967173,0.10489340274842465,0.413589190297872
1933,0.0001125203117128,0.0001003244027028,8.089862215136602e-06,1.0644791301319044e-05,1933.0,0.3893246500639339,0.2190917510486872,0.0509204069715603,0.041488793129662,1.003244027028,3.8932465006393393,1.125203117128,2.190917510486872,0.08089862215136602,0.41488793129662,0.10644791301319044,0.509204069715603
1934,0.0001123845975712,0.0001007613268484,8.218143422005141e-06,1.0760918693415126e-05,1934.0,0.466890608859991,0.2158192020888232,0.0438641526718568,0.0418767800588924,1.007613268484,4.66890608859991,1.123845975712,2.1581920208882317,0.0821814342200514,0.418767800588924,0.10760918693415127,0.43864152671856804
1935,0.0001104033354327,0.0001017750314369,8.367156362004295e-06,1.0844879694411296e-05,1935.0,0.4436194311603322,0.2087331676315127,0.0471935565064183,0.0400162031210672,1.017750314369,4.436194311603322,1.104033354327,2.087331676315127,0.08367156362004295,0.40016203121067195,0.10844879694411295,0.471935565064183
1936,0.0001109284611321,0.000102291713834,8.507904715734134e-06,1.0916171292103225e-05,1936.0,0.4563186318718496,0.2011132211128938,0.0425422559138067,0.0384997791075173,1.02291713834,4.563186318718496,1.109284611321,2.011132211128938,0.08507904715734134,0.38499779107517296,0.10916171292103224,0.425422559138067
1937,0.0001090636285912,0.0001032147055996,8.61506198913953e-06,1.09134923688105e-05,1937.0,0.459519308668647,0.1974615176883608,0.0447204968944099,0.0442019983796921,1.032147055996,4.59519308668647,1.090636285912,1.9746151768836078,0.08615061989139529,0.44201998379692103,0.109134923688105,0.447204968944099
1938,0.0001090984834247,0.0001034418872092,8.759810053665662e-06,1.0956880836587856e-05,1938.0,0.4461428633011256,0.233777344488326,0.0468028401934075,0.0483660929529039,1.034418872092,4.4614286330112565,1.090984834247,2.33777344488326,0.08759810053665662,0.483660929529039,0.10956880836587855,0.46802840193407497
1939,0.0001063906434036,0.0001039866593016,8.887929691813893e-06,1.0891855024602087e-05,1939.0,0.4577794513509438,0.2009190806304073,0.0450149041322508,0.0415383267820167,1.039866593016,4.577794513509438,1.063906434036,2.009190806304073,0.08887929691813894,0.415383267820167,0.10891855024602087,0.450149041322508
1940,0.0001059218694682,0.0001046583661263,9.061339171947166e-06,1.0868640064336835e-05,1940.0,0.4513135125158222,0.2026085677424674,0.0490476694627429,0.049422436755677,1.046583661263,4.513135125158222,1.059218694682,2.0260856774246743,0.09061339171947165,0.49422436755677,0.10868640064336836,0.49047669462742904
1941,0.0001040607161095,0.0001054623593453,9.229317665201768e-06,1.0838508959665203e-05,1941.0,0.4723295287348405,0.205485884584802,0.0369816156291153,0.0441608908979729,1.054623593453,4.723295287348405,1.040607161095,2.05485884584802,0.09229317665201768,0.441608908979729,0.10838508959665204,0.36981615629115294
1942,0.0001043354996974,0.0001066746474082,9.433643975290712e-06,1.0810076668172592e-05,1942.0,0.4528515260538248,0.2052557823771369,0.0457888756176279,0.046923386906469,1.0667464740819999,4.5285152605382475,1.0433549969740001,2.052557823771369,0.09433643975290712,0.46923386906469,0.10810076668172593,0.457888756176279
1943,0.0001016141231795,0.0001077773366172,9.539294546739258e-06,1.0692049089046555e-05,1943.0,0.4373629363289271,0.1916823376513559,0.0433824326882953,0.042693093185833,1.077773366172,4.373629363289271,1.016141231795,1.916823376513559,0.09539294546739258,0.42693093185833003,0.10692049089046556,0.433824326882953
1944,0.0001016873655024,0.0001093523312647,9.73070328689346e-06,1.0630236415565267e-05,1944.0,0.4848224683076758,0.1967210063367198,0.0350165717961872,0.0409496122001924,1.093523312647,4.848224683076758,1.016873655024,1.9672100633671978,0.0973070328689346,0.409496122001924,0.10630236415565267,0.350165717961872
1945,0.0001005766453171,0.000111103089856,9.849151122863896e-06,1.055096415645908e-05,1945.0,0.435879743520954,0.1825487728940811,0.0324212164440409,0.0402914048632814,1.11103089856,4.3587974352095396,1.005766453171,1.8254877289408111,0.09849151122863896,0.402914048632814,0.1055096415645908,0.32421216444040896
1946,0.0001015898925759,0.0001113969910875,9.963819269025175e-06,1.0605325979540229e-05,1946.0,0.4312747086657594,0.1955678023020932,0.0444682430336588,0.045981340150116,1.1139699108749999,4.312747086657594,1.0158989257589999,1.955678023020932,0.09963819269025176,0.45981340150116,0.10605325979540228,0.44468243033658805
1947,0.0001005125954277,0.0001119926880294,1.0032526277702862e-05,1.0491236615907592e-05,1947.0,0.4738477423665245,0.2133880730444883,0.0479731691901217,0.0511523999870932,1.119926880294,4.738477423665245,1.005125954277,2.1338807304448832,0.10032526277702862,0.511523999870932,0.10491236615907593,0.479731691901217
1948,0.0001003949688619,0.0001129165716845,1.0096887609779243e-05,1.0416845694395858e-05,1948.0,0.4253882832815939,0.2057532957133145,0.0404090345093154,0.0437843773918582,1.129165716845,4.253882832815939,1.003949688619,2.057532957133145,0.10096887609779244,0.437843773918582,0.10416845694395858,0.404090345093154
1949,9.910236911179838e-05,0.000113447399339,1.0166911263675974e-05,1.034265835454359e-05,1949.0,0.4940964539740087,0.2000863988845206,0.0349493913774275,0.0402983254663205,1.13447399339,4.9409645397400865,0.9910236911179838,2.000863988845206,0.10166911263675973,0.402983254663205,0.10342658354543591,0.349493913774275
1950,9.939277288140146e-05,0.0001142160105506,1.0316750647118172e-05,1.0259286173968414e-05,1950.0,0.4080201584435612,0.2063315807081924,0.0462998520747931,0.0559329984296235,1.142160105506,4.080201584435612,0.9939277288140146,2.063315807081924,0.10316750647118171,0.559329984296235,0.10259286173968414,0.46299852074793096
1951,9.829157608010064e-05,0.0001145504551719,1.035189726590018e-05,1.0199626718941446e-05,1951.0,0.4741947588565745,0.1972562119651031,0.0383961510266956,0.0471121231832932,1.1455045517190001,4.741947588565745,0.9829157608010064,1.972562119651031,0.1035189726590018,0.471121231832932,0.10199626718941446,0.383961510266956
1952,9.785959787222966e-05,0.0001151788428614,1.0452869503712364e-05,1.007192619845958e-05,1952.0,0.4684509631179041,0.1917551330141594,0.0330660340775203,0.0422149227197556,1.151788428614,4.684509631179041,0.9785959787222965,1.9175513301415938,0.10452869503712363,0.422149227197556,0.1007192619845958,0.33066034077520295
1953,9.581100511013574e-05,0.0001168211099086,1.0540553031371647e-05,9.85661088017358e-06,1953.0,0.4511444523621215,0.1977244074140779,0.0342102378174357,0.0456625921082511,1.168211099086,4.511444523621215,0.9581100511013574,1.977244074140779,0.10540553031371648,0.456625921082511,0.09856610880173579,0.342102378174357
1954,9.603495456238826e-05,0.0001178112287496,1.0612618524052142e-05,9.844590700985072e-06,1954.0,0.4820032071811224,0.1925646285066646,0.0410029412021938,0.0470221935493164,1.1781122874960002,4.820032071811224,0.9603495456238826,1.9256462850666458,0.10612618524052142,0.47022193549316404,0.09844590700985072,0.410029412021938
1955,9.481195491746673e-05,0.0001180064789098,1.0752199076186076e-05,9.754920549706216e-06,1955.0,0.4840537254034933,0.2073199941042081,0.0390135603213206,0.0502063527157491,1.180064789098,4.840537254034933,0.9481195491746672,2.073199941042081,0.10752199076186075,0.502063527157491,0.09754920549706216,0.39013560321320595
1956,9.399581010224468e-05,0.0001185528977397,1.0887997253958677e-05,9.707167398330188e-06,1956.0,0.3777612915370221,0.2037846995382622,0.0488091151686948,0.056604400349902,1.185528977397,3.777612915370221,0.9399581010224468,2.037846995382622,0.10887997253958677,0.5660440034990201,0.09707167398330188,0.488091151686948
1957,9.208284831174753e-05,0.0001184577728443,1.102649698172769e-05,9.679263257262555e-06,1957.0,0.4491603207021622,0.1878017041099738,0.0423811323780397,0.0462158529339845,1.184577728443,4.4916032070216225,0.9208284831174752,1.8780170410997379,0.1102649698172769,0.462158529339845,0.09679263257262556,0.423811323780397
1958,9.09031483696968e-05,0.0001184051097555,1.1265658653784674e-05,9.596602110560428e-06,1958.0,0.4900045364408025,0.1983023458094789,0.0332586163295498,0.0446751102768693,1.184051097555,4.900045364408025,0.909031483696968,1.983023458094789,0.11265658653784674,0.446751102768693,0.09596602110560429,0.332586163295498
1959,8.896555084447753e-05,0.0001177116658774,1.1424061036124132e-05,9.532920041164874e-06,1959.0,0.4277839719372198,0.1956017098091319,0.0403238989940821,0.046294300020233,1.177116658774,4.2778397193721975,0.8896555084447754,1.9560170980913192,0.11424061036124132,0.46294300020233,0.09532920041164875,0.40323898994082097
1960,8.81553020073105e-05,0.0001171281102025,1.1589230475092136e-05,9.5512612883145e-06,1960.0,0.50592164984382,0.1944252465538968,0.0306512146868376,0.0401880202808216,1.171281102025,5.0592164984382,0.881553020073105,1.9442524655389681,0.11589230475092137,0.401880202808216,0.095512612883145,0.306512146868376
1961,8.603396370939922e-05,0.0001168004025657,1.178456305495544e-05,9.450182063375222e-06,1961.0,0.5216964764545712,0.1947833806726179,0.0361845428959551,0.0455545259608982,1.1680040256570001,5.216964764545712,0.8603396370939922,1.9478338067261791,0.1178456305495544,0.455545259608982,0.09450182063375223,0.361845428959551
1962,8.579425182883175e-05,0.0001167437161971,1.1938582726046216e-05,9.461533064479356e-06,1962.0,0.5333406522153055,0.1993594834699048,0.0308422260608233,0.0426096159816936,1.167437161971,5.333406522153055,0.8579425182883176,1.9935948346990482,0.11938582726046215,0.426096159816936,0.09461533064479356,0.308422260608233
