year,effort_care_vic,efficiency_care_vic,effort_care_vir,efficiency_care_vir,effort_loya_vic,efficiency_loya_vic,effort_loya_vir,efficiency_loya_vir,effort_auth_vic,efficiency_auth_vic,effort_auth_vir,efficiency_auth_vir,effort_sanc_vic,efficiency_sanc_vic,effort_sanc_vir,efficiency_sanc_vir,effort_fare_vic,efficiency_fare_vic,effort_fare_vir,efficiency_fare_vir,effort_care,effort_loya,effort_auth,effort_sanc,effort_fare,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_fare,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff
1873.0,0.9820328950881958,0.9785167574882507,0.9815860986709595,0.9756814241409302,0.9618542194366455,0.9515200853347778,0.8750603199005127,0.8679463267326355,0.9669449329376221,0.952911376953125,0.9666928052902222,0.9224752187728882,0.9462404251098633,0.9427883625030518,0.9603686928749084,0.9433818459510803,0.9679138660430908,0.9726279973983765,0.9416688084602356,0.9360301494598389,0.9815860986709595,0.8750603199005127,0.9666928052902222,0.9603686928749084,0.9416688084602356,0.9450753450393676,0.9649972677230835,-0.019921922683715843,0.9756814241409302,0.8679463267326355,0.9224752187728882,0.9433818459510803,0.9360301494598389,0.9291029930114746,0.9596729159355164,-0.030569922924041815
1874.0,0.5228890776634216,0.6893272995948792,0.6116371154785156,0.6398662328720093,0.35197675228118896,0.47426384687423706,0.5051715970039368,0.4905548095703125,0.4299219250679016,0.5201400518417358,0.355380654335022,0.4388687014579773,0.4544185698032379,0.6069355010986328,0.553453803062439,0.6489418745040894,0.49259474873542786,0.6504203677177429,0.4492449164390564,0.45626217126846313,0.6116371154785156,0.5051715970039368,0.355380654335022,0.553453803062439,0.4492449164390564,0.49497761726379397,0.4503602147102356,0.044617402553558394,0.6398662328720093,0.4905548095703125,0.4388687014579773,0.6489418745040894,0.45626217126846313,0.5348987579345703,0.5882174134254455,-0.05331865549087522
1875.0,0.770307183265686,0.894099235534668,0.8300501704216003,0.8359405994415283,0.6860677003860474,0.7925966382026672,0.7071360945701599,0.6766588687896729,0.7021927237510681,0.8651013374328613,0.6740776896476746,0.7661811113357544,0.7156662940979004,0.9327564835548401,0.7868805527687073,0.8911870718002319,0.76033616065979,0.9229862093925476,0.7000881433486938,0.6843137741088867,0.8300501704216003,0.7071360945701599,0.6740776896476746,0.7868805527687073,0.7000881433486938,0.7396465301513672,0.7269140124320984,0.012732517719268754,0.8359405994415283,0.6766588687896729,0.7661811113357544,0.8911870718002319,0.6843137741088867,0.7708562850952149,0.8815079808235169,-0.11065169572830202
1876.0,0.6503185033798218,0.7149132490158081,0.7059811353683472,0.6337082982063293,0.522593080997467,0.5003942847251892,0.5986292362213135,0.5081796646118164,0.5043841600418091,0.5558477640151978,0.4432174563407898,0.505623996257782,0.5384604930877686,0.6788874268531799,0.6334323883056641,0.6802542209625244,0.5613135099411011,0.687732458114624,0.5371993780136108,0.5671648383140564,0.7059811353683472,0.5986292362213135,0.4432174563407898,0.6334323883056641,0.5371993780136108,0.5836919188499451,0.5554139494895936,0.02827796936035154,0.6337082982063293,0.5081796646118164,0.505623996257782,0.6802542209625244,0.5671648383140564,0.5789862036705017,0.6275550365447998,-0.04856883287429814
1877.0,0.7205323576927185,0.9471797943115234,0.8303144574165344,0.8947957754135132,0.7168219089508057,0.9105157852172852,0.6815730929374695,0.7373454570770264,0.6532232165336609,0.8834450244903564,0.6188303232192993,0.7556750774383545,0.658997118473053,0.9434821009635925,0.7669752240180969,0.9217779636383057,0.6841256618499756,0.9106095433235168,0.6586861610412598,0.6845980882644653,0.8303144574165344,0.6815730929374695,0.6188303232192993,0.7669752240180969,0.6586861610412598,0.711275851726532,0.6867400527000427,0.02453579902648928,0.8947957754135132,0.7373454570770264,0.7556750774383545,0.9217779636383057,0.6845980882644653,0.798838472366333,0.9190464496612549,-0.12020797729492194
1878.0,0.6107271909713745,0.7611175775527954,0.6481937170028687,0.7107895612716675,0.5054464936256409,0.5827596187591553,0.5272411108016968,0.562548041343689,0.4893171489238739,0.5961017608642578,0.39027804136276245,0.5518581867218018,0.4792693555355072,0.6840178370475769,0.5335395336151123,0.7005566358566284,0.602999210357666,0.7263373136520386,0.5147963762283325,0.6142759323120117,0.6481937170028687,0.5272411108016968,0.39027804136276245,0.5335395336151123,0.5147963762283325,0.5228097558021545,0.5375518798828125,-0.014742124080658003,0.7107895612716675,0.562548041343689,0.5518581867218018,0.7005566358566284,0.6142759323120117,0.6280056715011597,0.6700668215751648,-0.04206115007400513
1879.0,0.5916352272033691,0.8502172231674194,0.5915735960006714,0.7493456602096558,0.477724552154541,0.6708897352218628,0.49498462677001953,0.6120045185089111,0.4681485891342163,0.7285188436508179,0.4061034619808197,0.6153339147567749,0.5136550664901733,0.8397489786148071,0.5761028528213501,0.8272076845169067,0.5661746859550476,0.8558716773986816,0.488503634929657,0.6109943389892578,0.5915735960006714,0.49498462677001953,0.4061034619808197,0.5761028528213501,0.488503634929657,0.5114536345005035,0.5234676241874695,-0.012013989686965987,0.7493456602096558,0.6120045185089111,0.6153339147567749,0.8272076845169067,0.6109943389892578,0.6829772233963013,0.7890492916107178,-0.1060720682144165
1880.0,0.6482623815536499,0.7750590443611145,0.7331792116165161,0.7080298066139221,0.5540363788604736,0.6727042198181152,0.6103205680847168,0.5967360138893127,0.5369091629981995,0.6505593657493591,0.5095196962356567,0.5722191333770752,0.5237690806388855,0.7730695605278015,0.6358599662780762,0.8050317764282227,0.6019037961959839,0.78924560546875,0.5656800270080566,0.6076745390892029,0.7331792116165161,0.6103205680847168,0.5095196962356567,0.6358599662780762,0.5656800270080566,0.6109118938446045,0.5729761600494385,0.037935733795166016,0.7080298066139221,0.5967360138893127,0.5722191333770752,0.8050317764282227,0.6076745390892029,0.6579382538795471,0.732127559185028,-0.07418930530548096
1881.0,0.8189818859100342,0.9120720028877258,0.8410883545875549,0.8535162210464478,0.7638012170791626,0.7397036552429199,0.6820582747459412,0.6606912612915039,0.8043723106384277,0.8446029424667358,0.7193650007247925,0.7359892129898071,0.7793803811073303,0.9178715944290161,0.7939608097076416,0.8735542297363281,0.796821117401123,0.9136184453964233,0.7223788499832153,0.7619975805282593,0.8410883545875549,0.6820582747459412,0.7193650007247925,0.7939608097076416,0.7223788499832153,0.7517702579498291,0.7926713824272156,-0.040901124477386475,0.8535162210464478,0.6606912612915039,0.7359892129898071,0.8735542297363281,0.7619975805282593,0.7771497011184693,0.8655737280845642,-0.08842402696609497
1882.0,0.5204904675483704,0.6387497186660767,0.648613452911377,0.6118161678314209,0.3733674883842468,0.41169291734695435,0.558174729347229,0.493615984916687,0.3819277584552765,0.42792361974716187,0.41685736179351807,0.4607481360435486,0.454323947429657,0.6151371598243713,0.5770816206932068,0.6381820440292358,0.4660843014717102,0.6177564859390259,0.5464547276496887,0.5152428150177002,0.648613452911377,0.558174729347229,0.41685736179351807,0.5770816206932068,0.5464547276496887,0.549436378479004,0.43923879265785215,0.1101975858211518,0.6118161678314209,0.493615984916687,0.4607481360435486,0.6381820440292358,0.5152428150177002,0.5439210295677185,0.542251980304718,0.0016690492630004883
